AIC BIC aBIC DIC
msst_wide_ml_r7 NA NA NA NA
msst_long_ml_r7 117207.657 117321.337 117270.492 NA
msst_wide_bayes_r7 NA NA NA NA
msst_long_bayes_r7 NA NA NA 115446.764
cuts_wide_ml_r7 NA NA NA NA
cuts_long_ml_r7 107109.929 107252.029 107188.472 NA
cuts_wide_bayes_r7 NA NA NA NA
cuts_long_bayes_r7 NA NA NA 105821.314
tso_wide_ml_r7 NA NA NA NA
tso_wide_bayes_r7 NA NA NA NA
tso_long_bayes_r7 NA NA NA 95804.457
msst_wide_ml_r8 NA NA NA NA
msst_long_ml_r8 116622.537 116736.212 116685.366 NA
msst_wide_bayes_r8 NA NA NA NA
msst_long_bayes_r8 NA NA NA 115046.501
cuts_wide_ml_r8 NA NA NA NA
cuts_long_ml_r8 107014.429 107156.522 107092.965 NA
cuts_wide_bayes_r8 NA NA NA NA
cuts_long_bayes_r8 NA NA NA 105741.886
tso_wide_ml_r8 NA NA NA NA
tso_wide_bayes_r8 NA NA NA NA
tso_long_bayes_r8 NA NA NA 95881.286
msst_wide_ml_r9 NA NA NA NA
msst_long_ml_r9 117074.601 117188.277 117137.432 NA
msst_wide_bayes_r9 NA NA NA NA
msst_long_bayes_r9 NA NA NA 115435.585
cuts_wide_ml_r9 NA NA NA NA
cuts_long_ml_r9 107301.116 107443.211 107379.654 NA
cuts_wide_bayes_r9 NA NA NA NA
cuts_long_bayes_r9 NA NA NA 106015.894
tso_wide_ml_r9 NA NA NA NA
tso_wide_bayes_r9 NA NA NA NA
tso_long_bayes_r9 NA NA NA 95846.482
msst_wide_ml_r10 NA NA NA NA
msst_long_ml_r10 116973.792 117087.47 117036.624 NA
msst_wide_bayes_r10 NA NA NA NA
msst_long_bayes_r10 NA NA NA 115347.058
cuts_wide_ml_r10 NA NA NA NA
cuts_long_ml_r10 107186.027 107328.124 107264.568 NA
cuts_wide_bayes_r10 NA NA NA NA
cuts_long_bayes_r10 NA NA NA 105917.059
tso_wide_ml_r10 NA NA NA NA
tso_wide_bayes_r10 NA NA NA NA
tso_long_bayes_r10 NA NA NA 95557.573
msst_wide_ml_r11 NA NA NA NA
msst_long_ml_r11 116871.923 116985.601 116934.756 NA
msst_wide_bayes_r11 NA NA NA NA
msst_long_bayes_r11 NA NA NA 115249.278
cuts_wide_ml_r11 NA NA NA NA
cuts_long_ml_r11 107519.061 107661.158 107597.601 NA
cuts_wide_bayes_r11 NA NA NA NA
cuts_long_bayes_r11 NA NA NA 106222.684
tso_wide_ml_r11 NA NA NA NA
tso_wide_bayes_r11 NA NA NA NA
tso_long_bayes_r11 NA NA NA 96173.061
msst_wide_ml_r12 NA NA NA NA
msst_long_ml_r12 115713.091 115826.765 115775.92 NA
msst_wide_bayes_r12 NA NA NA NA
msst_long_bayes_r12 NA NA NA 114135.49
cuts_wide_ml_r12 NA NA NA NA
cuts_long_ml_r12 106810.905 106952.998 106889.441 NA
cuts_wide_bayes_r12 NA NA NA NA
cuts_long_bayes_r12 NA NA NA 105547.539
tso_wide_ml_r12 NA NA NA NA
tso_wide_bayes_r12 NA NA NA NA
tso_long_bayes_r12 NA NA NA 95571.841
msst_wide_ml_r13 NA NA NA NA
msst_long_ml_r13 116997.348 117111.028 117060.183 NA
msst_wide_bayes_r13 NA NA NA NA
msst_long_bayes_r13 NA NA NA 115437.444
cuts_wide_ml_r13 NA NA NA NA
cuts_long_ml_r13 107253.569 107395.669 107332.112 NA
cuts_wide_bayes_r13 NA NA NA NA
cuts_long_bayes_r13 NA NA NA 105975.93
tso_wide_ml_r13 NA NA NA NA
tso_wide_bayes_r13 NA NA NA NA
tso_long_bayes_r13 NA NA NA 95893.527
msst_wide_ml_r14 NA NA NA NA
msst_long_ml_r14 117495.729 117609.406 117558.56 NA
msst_wide_bayes_r14 NA NA NA NA
msst_long_bayes_r14 NA NA NA 115832.468
cuts_wide_ml_r14 NA NA NA NA
cuts_long_ml_r14 106940.569 107082.664 107019.107 NA
cuts_wide_bayes_r14 NA NA NA NA
cuts_long_bayes_r14 NA NA NA 105634.304
tso_wide_ml_r14 NA NA NA NA
tso_wide_bayes_r14 NA NA NA NA
tso_long_bayes_r14 NA NA NA 95364.205
msst_wide_ml_r15 NA NA NA NA
msst_long_ml_r15 118237.854 118351.533 118300.688 NA
msst_wide_bayes_r15 NA NA NA NA
msst_long_bayes_r15 NA NA NA 116600.056
cuts_wide_ml_r15 NA NA NA NA
cuts_long_ml_r15 107746.278 107888.378 107824.821 NA
cuts_wide_bayes_r15 NA NA NA NA
cuts_long_bayes_r15 NA NA NA 106425.751
tso_wide_ml_r15 NA NA NA NA
tso_wide_bayes_r15 NA NA NA NA
tso_long_bayes_r15 NA NA NA 96389.638
msst_wide_ml_r16 NA NA NA NA
msst_long_ml_r16 116735.061 116848.741 116797.895 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 115232.647
cuts_wide_ml_r16 NA NA NA NA
cuts_long_ml_r16 107262.079 107404.179 107340.622 NA
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 106008.917
tso_wide_ml_r16 NA NA NA NA
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 96083.709
msst_wide_ml_r17 NA NA NA NA
msst_long_ml_r17 118526.795 118640.471 118589.626 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 116757.596
cuts_wide_ml_r17 NA NA NA NA
cuts_long_ml_r17 106966.747 107108.842 107045.285 NA
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 105588.928
tso_wide_ml_r17 NA NA NA NA
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 95705.186
msst_wide_ml_r18 NA NA NA NA
msst_long_ml_r18 116430.45 116544.128 116493.282 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 114851.844
cuts_wide_ml_r18 NA NA NA NA
cuts_long_ml_r18 107360.727 107502.825 107439.268 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 106084.935
tso_wide_ml_r18 NA NA NA NA
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 95997.474
msst_wide_ml_r19 NA NA NA NA
msst_long_ml_r19 117008.997 117122.677 117071.832 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 115293.898
cuts_wide_ml_r19 NA NA NA NA
cuts_long_ml_r19 107350.439 107492.539 107428.982 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 106064.979
tso_wide_ml_r19 NA NA NA NA
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 96026.424
msst_wide_ml_r20 NA NA NA NA
msst_long_ml_r20 117062.612 117176.291 117125.446 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 115408.62
cuts_wide_ml_r20 NA NA NA NA
cuts_long_ml_r20 106934.995 107077.095 107013.538 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 105664.807
tso_wide_ml_r20 NA NA NA NA
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 95896.422
msst_wide_ml_r21 NA NA NA NA
msst_long_ml_r21 117545.949 117659.626 117608.781 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 115704.048
cuts_wide_ml_r21 NA NA NA NA
cuts_long_ml_r21 107063.666 107205.764 107142.207 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 105760.399
tso_wide_ml_r21 NA NA NA NA
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 95719.726
msst_wide_ml_r22 NA NA NA NA
msst_long_ml_r22 117369.742 117483.421 117432.576 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 115681.554
cuts_wide_ml_r22 NA NA NA NA
cuts_long_ml_r22 107192.257 107334.357 107270.8 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 105890.201
tso_wide_ml_r22 NA NA NA NA
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 95769.213
msst_wide_ml_r23 NA NA NA NA
msst_long_ml_r23 116528.011 116641.69 116590.845 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 114848.682
cuts_wide_ml_r23 NA NA NA NA
cuts_long_ml_r23 106713.969 106856.068 106792.512 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 105438.715
tso_wide_ml_r23 NA NA NA NA
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 95317.496
msst_wide_ml_r24 NA NA NA NA
msst_long_ml_r24 116740.653 116854.327 116803.482 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 115016.943
cuts_wide_ml_r24 NA NA NA NA
cuts_long_ml_r24 106810.1 106952.193 106888.636 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 105549.519
tso_wide_ml_r24 NA NA NA NA
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 95495.736
msst_wide_ml_r25 NA NA NA NA
msst_long_ml_r25 116746.695 116860.371 116809.525 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 115009.849
cuts_wide_ml_r25 NA NA NA NA
cuts_long_ml_r25 106910.558 107052.653 106989.096 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 105627.576
tso_wide_ml_r25 NA NA NA NA
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 95631.558
msst_wide_ml_r26 NA NA NA NA
msst_long_ml_r26 116180.065 116293.741 116242.896 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 114606.804
cuts_wide_ml_r26 NA NA NA NA
cuts_long_ml_r26 106855.78 106997.875 106934.318 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 105598.341
tso_wide_ml_r26 NA NA NA NA
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 95410.495
msst_wide_ml_r27 NA NA NA NA
msst_long_ml_r27 114994.361 115108.039 115057.193 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 113533.925
cuts_wide_ml_r27 NA NA NA NA
cuts_long_ml_r27 106769.392 106911.489 106847.933 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 105556.001
tso_wide_ml_r27 NA NA NA NA
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 95742.162
msst_wide_ml_r28 NA NA NA NA
msst_long_ml_r28 116647.527 116761.205 116710.36 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 115018.817
cuts_wide_ml_r28 NA NA NA NA
cuts_long_ml_r28 107532.75 107674.847 107611.291 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 106259.814
tso_wide_ml_r28 NA NA NA NA
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 96283.449
msst_wide_ml_r29 NA NA NA NA
msst_long_ml_r29 116486.626 116600.305 116549.46 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 114840.162
cuts_wide_ml_r29 NA NA NA NA
cuts_long_ml_r29 107084.791 107226.891 107163.334 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 105789.279
tso_wide_ml_r29 NA NA NA NA
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 95813.616
msst_wide_ml_r30 NA NA NA NA
msst_long_ml_r30 116661.266 116774.946 116724.1 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 115081.523
cuts_wide_ml_r30 NA NA NA NA
cuts_long_ml_r30 107190.73 107332.829 107269.273 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 105898.804
tso_wide_ml_r30 NA NA NA NA
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 95989.01
msst_wide_ml_r31 NA NA NA NA
msst_long_ml_r31 116620.46 116734.138 116683.293 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 114990.472
cuts_wide_ml_r31 NA NA NA NA
cuts_long_ml_r31 106937.504 107079.602 107016.045 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 105644.251
tso_wide_ml_r31 NA NA NA NA
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 95668.482
msst_wide_ml_r32 NA NA NA NA
msst_long_ml_r32 117721.477 117835.157 117784.311 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 115962.164
cuts_wide_ml_r32 NA NA NA NA
cuts_long_ml_r32 107545.101 107687.2 107623.644 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 106224.288
tso_wide_ml_r32 NA NA NA NA
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 95959.054
msst_wide_ml_r33 NA NA NA NA
msst_long_ml_r33 117123.438 117237.114 117186.269 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 115623.209
cuts_wide_ml_r33 NA NA NA NA
cuts_long_ml_r33 107894.311 108036.407 107972.85 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 106642.348
tso_wide_ml_r33 NA NA NA NA
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 96820.623
msst_wide_ml_r34 NA NA NA NA
msst_long_ml_r34 117703.953 117817.631 117766.785 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 115921.921
cuts_wide_ml_r34 NA NA NA NA
cuts_long_ml_r34 106690.085 106832.182 106768.626 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 105386.503
tso_wide_ml_r34 NA NA NA NA
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 95371.903
msst_wide_ml_r35 NA NA NA NA
msst_long_ml_r35 117287.624 117401.302 117350.457 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 115762.66
cuts_wide_ml_r35 NA NA NA NA
cuts_long_ml_r35 107417.448 107559.545 107495.989 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 106137.413
tso_wide_ml_r35 NA NA NA NA
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 96068.955
msst_wide_ml_r36 NA NA NA NA
msst_long_ml_r36 117653.238 117766.916 117716.071 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 115994.858
cuts_wide_ml_r36 NA NA NA NA
cuts_long_ml_r36 107531.421 107673.518 107609.961 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 106238.887
tso_wide_ml_r36 NA NA NA NA
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 96411.482
msst_wide_ml_r37 NA NA NA NA
msst_long_ml_r37 118134.864 118248.544 118197.699 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 116437.546
cuts_wide_ml_r37 NA NA NA NA
cuts_long_ml_r37 107366.299 107508.399 107444.842 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 106092.827
tso_wide_ml_r37 NA NA NA NA
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 96061.639
msst_wide_ml_r38 NA NA NA NA
msst_long_ml_r38 116553.808 116667.486 116616.641 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 114978.889
cuts_wide_ml_r38 NA NA NA NA
cuts_long_ml_r38 106959.331 107101.428 107037.871 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 105682.917
tso_wide_ml_r38 NA NA NA NA
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 95912.827
msst_wide_ml_r39 NA NA NA NA
msst_long_ml_r39 117701.185 117814.862 117764.017 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 -999 -999 -999 -999
cuts_wide_ml_r39 NA NA NA NA
cuts_long_ml_r39 107288.74 107430.837 107367.281 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 105985.96
tso_wide_ml_r39 NA NA NA NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 96064.454
msst_wide_ml_r40 NA NA NA NA
msst_long_ml_r40 117071.966 117185.644 117134.798 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 115368.603
cuts_wide_ml_r40 NA NA NA NA
cuts_long_ml_r40 107013.465 107155.562 107092.005 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 105727.379
tso_wide_ml_r40 NA NA NA NA
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 95731.735
msst_wide_ml_r41 NA NA NA NA
msst_long_ml_r41 117214.443 117328.119 117277.274 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 115477.462
cuts_wide_ml_r41 NA NA NA NA
cuts_long_ml_r41 106592.407 106734.502 106670.946 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 105314.776
tso_wide_ml_r41 NA NA NA NA
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 95252.857
msst_wide_ml_r42 NA NA NA NA
msst_long_ml_r42 117253.066 117366.744 117315.898 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 115479.926
cuts_wide_ml_r42 NA NA NA NA
cuts_long_ml_r42 107022.644 107164.741 107101.184 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 105727.408
tso_wide_ml_r42 NA NA NA NA
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 95597.128
msst_wide_ml_r43 NA NA NA NA
msst_long_ml_r43 115103.032 115216.712 115165.867 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 113417.938
cuts_wide_ml_r43 NA NA NA NA
cuts_long_ml_r43 106602.068 106744.168 106680.611 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 105367.322
tso_wide_ml_r43 NA NA NA NA
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 95510.321
msst_wide_ml_r44 NA NA NA NA
msst_long_ml_r44 117824.593 117938.269 117887.424 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 116181.138
cuts_wide_ml_r44 NA NA NA NA
cuts_long_ml_r44 106622.44 106764.535 106700.978 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 105276.611
tso_wide_ml_r44 NA NA NA NA
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 95150.086
msst_wide_ml_r45 NA NA NA NA
msst_long_ml_r45 117727.341 117841.021 117790.176 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 116176.425
cuts_wide_ml_r45 NA NA NA NA
cuts_long_ml_r45 106646.435 106788.535 106724.978 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 105341.072
tso_wide_ml_r45 NA NA NA NA
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 95225.687
msst_wide_ml_r46 NA NA NA NA
msst_long_ml_r46 118488.027 118601.701 118550.856 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 116849.792
cuts_wide_ml_r46 NA NA NA NA
cuts_long_ml_r46 106905.969 107048.062 106984.505 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 105577.356
tso_wide_ml_r46 NA NA NA NA
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 95755.224
msst_wide_ml_r47 NA NA NA NA
msst_long_ml_r47 117002.842 117116.521 117065.676 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 115246.113
cuts_wide_ml_r47 NA NA NA NA
cuts_long_ml_r47 107136.829 107278.929 107215.372 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 105863.789
tso_wide_ml_r47 NA NA NA NA
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 95625.33
msst_wide_ml_r48 NA NA NA NA
msst_long_ml_r48 114678.024 114791.703 114740.858 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 113139.073
cuts_wide_ml_r48 NA NA NA NA
cuts_long_ml_r48 106697.691 106839.791 106776.234 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 105483.434
tso_wide_ml_r48 NA NA NA NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 95465.371
msst_wide_ml_r49 NA NA NA NA
msst_long_ml_r49 116273.335 116387.013 116336.168 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 114613.076
cuts_wide_ml_r49 NA NA NA NA
cuts_long_ml_r49 106949.23 107091.327 107027.77 NA
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 105678.786
tso_wide_ml_r49 NA NA NA NA
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 95662.473
msst_wide_ml_r50 NA NA NA NA
msst_long_ml_r50 115691.139 115804.816 115753.971 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 114078.395
cuts_wide_ml_r50 NA NA NA NA
cuts_long_ml_r50 106645.029 106787.126 106723.57 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 105418.963
tso_wide_ml_r50 NA NA NA NA
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 95088.92
