AIC BIC aBIC DIC
msst_wide_ml_r5 39152.821 39194.504 39143.972 NA
msst_long_ml_r5 39149.348 39245.45 39194.612 NA
msst_wide_bayes_r5 NA NA NA NA
msst_long_bayes_r5 NA NA NA 38685.182
cuts_wide_ml_r5 36448.97 36501.074 36437.909 NA
cuts_long_ml_r5 36448.97 36569.098 36505.55 NA
cuts_wide_bayes_r5 NA NA NA NA
cuts_long_bayes_r5 NA NA NA 35578.552
tso_wide_ml_r5 36452.741 36512.66 36440.02 NA
tso_wide_bayes_r5 NA NA NA NA
tso_long_bayes_r5 NA NA NA 32070.58
msst_wide_ml_r6 -999 -999 -999 -999
msst_long_ml_r6 39471.594 39567.696 39516.858 NA
msst_wide_bayes_r6 NA NA NA NA
msst_long_bayes_r6 NA NA NA 39038.619
cuts_wide_ml_r6 -999 -999 -999 -999
cuts_long_ml_r6 36583.863 36703.99 36640.442 NA
cuts_wide_bayes_r6 NA NA NA NA
cuts_long_bayes_r6 NA NA NA 35723.338
tso_wide_ml_r6 -999 -999 -999 -999
tso_wide_bayes_r6 NA NA NA NA
tso_long_bayes_r6 NA NA NA 32319.119
msst_wide_ml_r7 -999 -999 -999 -999
msst_long_ml_r7 38374.9 38471.001 38420.163 NA
msst_wide_bayes_r7 NA NA NA NA
msst_long_bayes_r7 NA NA NA 37933.684
cuts_wide_ml_r7 -999 -999 -999 -999
cuts_long_ml_r7 36305.68 36425.807 36362.259 NA
cuts_wide_bayes_r7 NA NA NA NA
cuts_long_bayes_r7 NA NA NA 35497.158
tso_wide_ml_r7 -999 -999 -999 -999
tso_wide_bayes_r7 NA NA NA NA
tso_long_bayes_r7 NA NA NA 32125.375
msst_wide_ml_r8 -999 -999 -999 -999
msst_long_ml_r8 39354.763 39450.865 39400.027 NA
msst_wide_bayes_r8 NA NA NA NA
msst_long_bayes_r8 NA NA NA 38903.979
cuts_wide_ml_r8 -999 -999 -999 -999
cuts_long_ml_r8 36558.358 36678.485 36614.937 NA
cuts_wide_bayes_r8 NA NA NA NA
cuts_long_bayes_r8 NA NA NA 35697.147
tso_wide_ml_r8 -999 -999 -999 -999
tso_wide_bayes_r8 NA NA NA NA
tso_long_bayes_r8 NA NA NA 32342.889
msst_wide_ml_r9 -999 -999 -999 -999
msst_long_ml_r9 38962.72 39058.816 39007.978 NA
msst_wide_bayes_r9 NA NA NA NA
msst_long_bayes_r9 NA NA NA 38501.365
cuts_wide_ml_r9 -999 -999 -999 -999
cuts_long_ml_r9 36411.424 36531.545 36467.997 NA
cuts_wide_bayes_r9 NA NA NA NA
cuts_long_bayes_r9 NA NA NA 35555.626
tso_wide_ml_r9 -999 -999 -999 -999
tso_wide_bayes_r9 NA NA NA NA
tso_long_bayes_r9 NA NA NA 32295.842
msst_wide_ml_r10 -999 -999 -999 -999
msst_long_ml_r10 39105.371 39201.468 39150.63 NA
msst_wide_bayes_r10 NA NA NA NA
msst_long_bayes_r10 NA NA NA 38622.898
cuts_wide_ml_r10 -999 -999 -999 -999
cuts_long_ml_r10 36427.094 36547.214 36483.667 NA
cuts_wide_bayes_r10 NA NA NA NA
cuts_long_bayes_r10 NA NA NA 35529.251
tso_wide_ml_r10 -999 -999 -999 -999
tso_wide_bayes_r10 NA NA NA NA
tso_long_bayes_r10 NA NA NA 32046.712
msst_wide_ml_r11 -999 -999 -999 -999
msst_long_ml_r11 39380.1 39476.192 39425.354 NA
msst_wide_bayes_r11 NA NA NA NA
msst_long_bayes_r11 NA NA NA 38909.605
cuts_wide_ml_r11 -999 -999 -999 -999
cuts_long_ml_r11 36322.685 36442.799 36379.251 NA
cuts_wide_bayes_r11 NA NA NA NA
cuts_long_bayes_r11 NA NA NA 35420.255
tso_wide_ml_r11 -999 -999 -999 -999
tso_wide_bayes_r11 NA NA NA NA
tso_long_bayes_r11 NA NA NA 32015.229
msst_wide_ml_r12 -999 -999 -999 -999
msst_long_ml_r12 38882.839 38978.941 38928.102 NA
msst_wide_bayes_r12 NA NA NA NA
msst_long_bayes_r12 NA NA NA 38413.352
cuts_wide_ml_r12 -999 -999 -999 -999
cuts_long_ml_r12 36269.463 36389.591 36326.043 NA
cuts_wide_bayes_r12 NA NA NA NA
cuts_long_bayes_r12 NA NA NA 35395.052
tso_wide_ml_r12 -999 -999 -999 -999
tso_wide_bayes_r12 NA NA NA NA
tso_long_bayes_r12 NA NA NA 31923.228
msst_wide_ml_r13 -999 -999 -999 -999
msst_long_ml_r13 39227.43 39323.531 39272.693 NA
msst_wide_bayes_r13 NA NA NA NA
msst_long_bayes_r13 NA NA NA 38790.655
cuts_wide_ml_r13 -999 -999 -999 -999
cuts_long_ml_r13 36415.841 36535.968 36472.42 NA
cuts_wide_bayes_r13 NA NA NA NA
cuts_long_bayes_r13 NA NA NA 35541.543
tso_wide_ml_r13 -999 -999 -999 -999
tso_wide_bayes_r13 NA NA NA NA
tso_long_bayes_r13 NA NA NA 32153.169
msst_wide_ml_r14 39162.488 39204.171 39153.639 NA
msst_long_ml_r14 39159.361 39255.452 39204.614 NA
msst_wide_bayes_r14 NA NA NA NA
msst_long_bayes_r14 NA NA NA 38693.591
cuts_wide_ml_r14 36494.628 36546.731 36483.566 NA
cuts_long_ml_r14 36494.628 36614.742 36551.194 NA
cuts_wide_bayes_r14 NA NA NA NA
cuts_long_bayes_r14 NA NA NA 35610.159
tso_wide_ml_r14 36496.355 36556.274 36483.634 NA
tso_wide_bayes_r14 NA NA NA NA
tso_long_bayes_r14 NA NA NA 32240.525
msst_wide_ml_r15 -999 -999 -999 -999
msst_long_ml_r15 39115.921 39212.018 39161.179 NA
msst_wide_bayes_r15 NA NA NA NA
msst_long_bayes_r15 NA NA NA 38661.934
cuts_wide_ml_r15 -999 -999 -999 -999
cuts_long_ml_r15 36050.115 36170.236 36106.688 NA
cuts_wide_bayes_r15 NA NA NA NA
cuts_long_bayes_r15 NA NA NA 35145.584
tso_wide_ml_r15 -999 -999 -999 -999
tso_wide_bayes_r15 NA NA NA NA
tso_long_bayes_r15 NA NA NA 31863.028
msst_wide_ml_r16 -999 -999 -999 -999
msst_long_ml_r16 39160.788 39256.89 39206.052 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 38694.317
cuts_wide_ml_r16 -999 -999 -999 -999
cuts_long_ml_r16 36291.117 36411.244 36347.696 NA
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 35399.922
tso_wide_ml_r16 -999 -999 -999 -999
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 31938.78
msst_wide_ml_r17 -999 -999 -999 -999
msst_long_ml_r17 39597.851 39693.948 39643.109 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 39115.868
cuts_wide_ml_r17 -999 -999 -999 -999
cuts_long_ml_r17 36357.301 36477.422 36413.874 NA
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 35427.895
tso_wide_ml_r17 -999 -999 -999 -999
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 32220.709
msst_wide_ml_r18 -999 -999 -999 -999
msst_long_ml_r18 39121.097 39217.199 39166.361 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 38710.133
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 36421.297 36541.425 36477.877 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 35588.488
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 32247.624
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 39301.865 39397.967 39347.129 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 38832.01
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 36464.323 36584.451 36520.903 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 35582.52
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 32149.362
msst_wide_ml_r20 39006.157 39047.839 38997.307 NA
msst_long_ml_r20 39002.479 39098.581 39047.743 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 38548.183
cuts_wide_ml_r20 36184.928 36237.032 36173.867 NA
cuts_long_ml_r20 36184.928 36305.056 36241.508 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 35319.005
tso_wide_ml_r20 36189.244 36249.163 36176.523 NA
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 31870.531
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 39295.499 39391.595 39340.757 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 38837.24
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 36608.729 36728.85 36665.302 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 35739.21
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 32406.29
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 39124.079 39220.181 39169.343 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 38667.202
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 36692.248 36812.375 36748.828 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 35851.679
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 32522.587
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 39198.765 39294.866 39244.028 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 38730.703
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 36388.212 36508.34 36444.792 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 35488.139
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 32169.796
msst_wide_ml_r24 39601.121 39642.803 39592.271 NA
msst_long_ml_r24 39597.407 39693.504 39642.666 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 39114.419
cuts_wide_ml_r24 36456.709 36508.812 36445.647 NA
cuts_long_ml_r24 36456.709 36576.829 36513.282 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 35534.97
tso_wide_ml_r24 36460.378 36520.297 36447.657 NA
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 32201.689
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 38635.586 38731.683 38680.845 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 38190.029
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 36388.101 36508.221 36444.674 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 35560.478
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 32325.72
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 39253.626 39349.727 39298.889 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 38799.475
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 36430.241 36550.369 36486.821 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 35553.872
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 32096.345
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 39229.75 39325.852 39275.014 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 38771.228
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 36256.319 36376.447 36312.899 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 35379.37
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 32041.709
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 39110.172 39206.274 39155.435 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 38644.096
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 36499.225 36619.352 36555.804 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 35637.542
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 32271.988
msst_wide_ml_r29 -999 -999 -999 -999
msst_long_ml_r29 39119.402 39215.504 39164.666 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 38696.508
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 36338.971 36459.098 36395.55 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 35515.562
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 32153.509
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 39278.135 39374.237 39323.399 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 38848.466
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 36430.589 36550.716 36487.169 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 35581.101
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 32263.987
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 39008.328 39104.424 39053.586 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 38536.762
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 36278.658 36398.779 36335.231 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 35394.373
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 32122.724
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 39141.295 39237.397 39186.559 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 38701.637
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 36389.949 36510.076 36446.528 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 35539.399
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 32127.269
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 39450.884 39546.986 39496.148 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 39025.888
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 36284.021 36404.149 36340.601 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 35401.181
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 32018.294
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 38837.15 38933.252 38882.414 NA
msst_wide_bayes_r34 -999 -999 -999 -999
msst_long_bayes_r34 NA NA NA NA
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 36076.068 36196.195 36132.647 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 35246.324
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 31711.453
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 39561.205 39657.302 39606.464 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 39122.067
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 36639.427 36759.548 36696 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 35763.625
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 32511.089
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 39869.965 39966.061 39915.223 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 39416.751
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 36583.891 36704.012 36640.464 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 35676.303
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 32198.145
msst_wide_ml_r37 38824.751 38866.434 38815.902 NA
msst_long_ml_r37 38821.012 38917.114 38866.275 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 38354.725
cuts_wide_ml_r37 36092.521 36144.624 36081.459 NA
cuts_long_ml_r37 36092.521 36212.648 36149.1 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 35233.064
tso_wide_ml_r37 36094.723 36154.642 36082.002 NA
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 31832.381
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 38885.396 38981.493 38930.655 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 38423.84
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 36213.451 36333.572 36270.024 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 35343.908
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 31899.778
msst_wide_ml_r39 39092.078 39133.761 39083.229 NA
msst_long_ml_r39 39088.755 39184.857 39134.018 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 38650.283
cuts_wide_ml_r39 36286.863 36338.966 36275.801 NA
cuts_long_ml_r39 36286.863 36406.99 36343.442 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 35420.064
tso_wide_ml_r39 36291.969 36351.888 36279.248 NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 32004.741
msst_wide_ml_r40 -999 -999 -999 -999
msst_long_ml_r40 39268.074 39364.176 39313.338 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 38827.281
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 36470.918 36591.045 36527.498 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 35608.552
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 32106.614
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 39638.138 39734.24 39683.402 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 39201.778
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 36556.222 36676.35 36612.802 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 35675.654
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 32250.175
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 38875.647 38971.749 38920.91 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 38407.297
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 36209.664 36329.792 36266.244 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 35316.482
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 31992.311
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 38931.368 39027.47 38976.632 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 38517.433
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 36185.112 36305.239 36241.691 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 35338.287
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 31980.492
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 39386.883 39482.985 39432.146 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 38926.885
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 36448.22 36568.347 36504.8 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 35562.436
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 31927.104
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 39596.477 39692.574 39641.736 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 39147.6
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 36472.733 36592.854 36529.306 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 35597.738
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 32197.994
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 38901.106 38997.208 38946.37 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 38440.756
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 36248.665 36368.793 36305.245 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 35392.63
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 32014.857
msst_wide_ml_r47 39215.678 39257.361 39206.829 NA
msst_long_ml_r47 39212.227 39308.329 39257.491 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 38753.872
cuts_wide_ml_r47 36567.179 36619.283 36556.118 NA
cuts_long_ml_r47 36567.179 36687.307 36623.759 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 35692.635
tso_wide_ml_r47 36569.281 36629.2 36556.56 NA
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 32241.585
msst_wide_ml_r48 38770.683 38812.366 38761.834 NA
msst_long_ml_r48 38766.861 38862.963 38812.125 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 38331.723
cuts_wide_ml_r48 36076.724 36128.828 36065.663 NA
cuts_long_ml_r48 36076.724 36196.852 36133.304 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 35250.073
tso_wide_ml_r48 36080.641 36140.56 36067.92 NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 31921.567
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 38756.531 38852.633 38801.795 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 38325.003
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 36233.904 36354.031 36290.483 NA
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 35413.225
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 32034.369
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 38921.264 39017.366 38966.528 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 38481.336
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 36406.443 36526.57 36463.023 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 35569.443
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 32045.431
