AIC BIC aBIC DIC
cuts_wide_ml_r13 -999 -999 -999 -999
cuts_long_ml_r13 37013.999 37134.119 37070.571 NA
cuts_wide_bayes_r13 NA NA NA NA
cuts_long_bayes_r13 NA NA NA 36305.158
tso_wide_ml_r13 -999 -999 -999 -999
tso_wide_bayes_r13 NA NA NA NA
tso_long_bayes_r13 NA NA NA 32269.018
msst_wide_ml_r14 -999 -999 -999 -999
msst_long_ml_r14 38009.393 38105.495 38054.657 NA
msst_wide_bayes_r14 NA NA NA NA
msst_long_bayes_r14 NA NA NA 37610.249
cuts_wide_ml_r14 -999 -999 -999 -999
cuts_long_ml_r14 -999 -999 -999 -999
cuts_wide_bayes_r14 NA NA NA NA
cuts_long_bayes_r14 NA NA NA 35985.841
tso_wide_ml_r14 -999 -999 -999 -999
tso_wide_bayes_r14 NA NA NA NA
tso_long_bayes_r14 NA NA NA 31888.173
msst_wide_ml_r15 -999 -999 -999 -999
msst_long_ml_r15 38112.803 38208.905 38158.066 NA
msst_wide_bayes_r15 NA NA NA NA
msst_long_bayes_r15 NA NA NA 37727.322
cuts_wide_ml_r15 -999 -999 -999 -999
cuts_long_ml_r15 36959.955 37080.083 37016.535 NA
cuts_wide_bayes_r15 NA NA NA NA
cuts_long_bayes_r15 NA NA NA 36340.233
tso_wide_ml_r15 -999 -999 -999 -999
tso_wide_bayes_r15 NA NA NA NA
tso_long_bayes_r15 NA NA NA 32308.019
msst_wide_ml_r16 -999 -999 -999 -999
msst_long_ml_r16 39169.138 39265.23 39214.391 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 38713.166
cuts_wide_ml_r16 -999 -999 -999 -999
cuts_long_ml_r16 36784.269 36904.383 36840.835 NA
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 35970.641
tso_wide_ml_r16 -999 -999 -999 -999
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 32018.678
msst_wide_ml_r17 -999 -999 -999 -999
msst_long_ml_r17 38199.426 38295.522 38244.684 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 37811.712
cuts_wide_ml_r17 -999 -999 -999 -999
cuts_long_ml_r17 36637.412 36757.533 36693.985 NA
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 35969.902
tso_wide_ml_r17 -999 -999 -999 -999
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 31904.569
msst_wide_ml_r18 38800.628 38842.311 38791.779 NA
msst_long_ml_r18 38797.185 38893.287 38842.448 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 38388.665
cuts_wide_ml_r18 36877.052 36929.156 36865.991 NA
cuts_long_ml_r18 36877.053 36997.18 36933.632 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 36148.299
tso_wide_ml_r18 36318.312 36378.231 36305.591 NA
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 32133.792
msst_wide_ml_r19 38644.862 38686.544 38636.012 NA
msst_long_ml_r19 38641.246 38737.342 38686.504 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 38208.636
cuts_wide_ml_r19 37088.353 37140.457 37077.292 NA
cuts_long_ml_r19 37088.353 37208.474 37144.926 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 36372.417
tso_wide_ml_r19 36501.586 36561.505 36488.865 NA
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 32485.418
msst_wide_ml_r20 -999 -999 -999 -999
msst_long_ml_r20 38264.161 38360.258 38309.42 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 37875.624
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 37002.355 37122.476 37058.928 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 36359.074
tso_wide_ml_r20 -999 -999 -999 -999
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 32426.995
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 39349.717 39445.819 39394.98 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 38905.695
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 36917.138 37037.265 36973.717 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 36104.096
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 32041.059
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 38590.627 38686.729 38635.89 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 38184.586
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 -999 -999 -999 -999
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 36059.723
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 31828.659
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 38353.416 38449.518 38398.68 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 37972.93
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 37068.759 37188.886 37125.339 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 36372.135
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 32423.908
msst_wide_ml_r24 38541.586 38583.269 38532.737 NA
msst_long_ml_r24 38538.54 38634.637 38583.798 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 38134.272
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 -999 -999 -999 -999
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 36121.544
tso_wide_ml_r24 36144.432 36204.351 36131.711 NA
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 31933.785
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 38173.984 38270.086 38219.248 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 37788.152
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 36654.482 36774.609 36711.062 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 35941.412
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 32026.924
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 38705.547 38801.649 38750.81 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 38293.895
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 -999 -999 -999 -999
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 36259.574
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 32264.091
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 39042.075 39138.172 39087.334 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 38629.029
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 37042.435 37162.556 37099.008 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 36301.358
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 32473.967
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 38188.634 38284.736 38233.898 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 37791.253
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 36618.774 36738.901 36675.353 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 35967.688
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 31934.163
msst_wide_ml_r29 -999 -999 -999 -999
msst_long_ml_r29 37876.398 37972.5 37921.662 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 37436.195
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 36251.337 36371.464 36307.917 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 35538.5
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 31697.282
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 38740.081 38836.178 38785.34 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 38322.153
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 36647.828 36767.948 36704.4 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 35886.015
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 31792.27
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 37826.415 37922.517 37871.679 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 37420.705
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 36669.094 36789.221 36725.674 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 36041.246
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 32178.065
msst_wide_ml_r32 38475.83 38517.512 38466.98 NA
msst_long_ml_r32 38472.052 38568.154 38517.315 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 38047.11
cuts_wide_ml_r32 36724.249 36776.353 36713.188 NA
cuts_long_ml_r32 36724.249 36844.377 36780.829 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 36000.357
tso_wide_ml_r32 36155.051 36214.97 36142.33 NA
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 32019.311
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 38477.823 38573.924 38523.086 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 38059.931
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 36444.494 36564.622 36501.074 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 35679.958
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 31680.676
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 39162.203 39258.3 39207.461 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 38729.951
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 37026.913 37147.033 37083.486 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 36258.166
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 32361.57
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 38336.47 38432.572 38381.734 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 37919.068
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 36563.099 36683.226 36619.679 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 35851.546
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 31827.166
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 38143.104 38239.205 38188.367 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 37715.239
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 36471.732 36591.859 36528.312 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 35723.027
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 31633.968
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 38693.187 38789.284 38738.445 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 38270.408
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 36941.026 37061.147 36997.599 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 36220.534
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 32232.795
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 38069.492 38165.594 38114.756 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 37674.035
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 36583.015 36703.143 36639.595 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 35890.89
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 32111.426
msst_wide_ml_r39 39169.03 39210.712 39160.18 NA
msst_long_ml_r39 39165.624 39261.721 39210.883 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 38769.737
cuts_wide_ml_r39 36960.408 37012.511 36949.346 NA
cuts_long_ml_r39 36960.408 37080.529 37016.981 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 36163.91
tso_wide_ml_r39 36228.981 36288.9 36216.26 NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 32025.13
msst_wide_ml_r40 -999 -999 -999 -999
msst_long_ml_r40 38547.842 38643.944 38593.106 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 38134.788
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 -999 -999 -999 -999
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 36095.973
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 32048.986
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 37874.124 37970.226 37919.388 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 37457.573
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 -999 -999 -999 -999
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 35761.245
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 31792.506
msst_wide_ml_r42 39019.547 39061.23 39010.698 NA
msst_long_ml_r42 39015.573 39111.675 39060.837 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 38598.994
cuts_wide_ml_r42 36942.777 36994.881 36931.716 NA
cuts_long_ml_r42 36942.777 37062.905 36999.357 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 36180.018
tso_wide_ml_r42 36349.97 36409.889 36337.249 NA
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 32145.257
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 38425.884 38521.986 38471.147 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 38053.453
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 36789.883 36910.01 36846.462 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 36095.075
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 32157.044
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 38233.707 38329.809 38278.97 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 37837.013
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 36845.515 36965.642 36902.094 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 36187.304
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 32277.531
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 38869.341 38965.443 38914.605 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 38450.598
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 36823.776 36943.904 36880.356 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 36073.763
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 32206.272
msst_wide_ml_r46 38437.05 38478.733 38428.201 NA
msst_long_ml_r46 38433.678 38529.78 38478.942 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 38019.945
cuts_wide_ml_r46 37039.55 37091.653 37028.488 NA
cuts_long_ml_r46 37039.55 37159.677 37096.129 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 36367.873
tso_wide_ml_r46 36504.967 36564.886 36492.246 NA
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 32543.168
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 38345.742 38441.843 38391.005 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 37919.449
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 36576.81 36696.937 36633.389 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 35857.237
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 31961.509
msst_wide_ml_r48 -999 -999 -999 -999
msst_long_ml_r48 38092.921 38189.023 38138.185 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 37721.814
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 -999 -999 -999 -999
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 35914.904
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 31761.05
msst_wide_ml_r49 38475.72 38517.403 38466.871 NA
msst_long_ml_r49 38471.383 38567.485 38516.647 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 38065.986
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 -999 -999 -999 -999
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 35960.766
tso_wide_ml_r49 36058.405 36118.324 36045.684 NA
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 32003.818
msst_wide_ml_r50 38331.548 38373.23 38322.698 NA
msst_long_ml_r50 38328.827 38424.928 38374.09 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 37962.209
cuts_wide_ml_r50 36899.054 36951.158 36887.993 NA
cuts_long_ml_r50 36899.054 37019.182 36955.634 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 36223.623
tso_wide_ml_r50 36197.898 36257.817 36185.177 NA
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 31999.094
