AIC BIC aBIC DIC
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 35133.722
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 35445.848 35565.969 35502.421 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 35136.386
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 31695.655
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 35611.026 35707.128 35656.289 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 35338.597
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 35617.241 35737.369 35673.821 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 35345.21
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 32213.958
msst_wide_ml_r20 -999 -999 -999 -999
msst_long_ml_r20 35782.252 35878.348 35827.51 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 35471.897
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 35789.13 35909.251 35845.703 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 35477.953
tso_wide_ml_r20 -999 -999 -999 -999
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 32123.077
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 35710.489 35806.591 35755.753 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 35431.208
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 -999 -999 -999 -999
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 35437.905
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 32033.103
msst_wide_ml_r22 35502.03 35543.713 35493.181 NA
msst_long_ml_r22 35502.088 35598.19 35547.352 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 35235.653
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 35508.453 35628.58 35565.033 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 35241.442
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 32001.346
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 35507.593 35603.69 35552.852 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 35241.445
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 35516.041 35636.162 35572.614 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 35246.538
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 31846.918
msst_wide_ml_r24 35444.632 35486.314 35435.782 NA
msst_long_ml_r24 35444.629 35540.731 35489.892 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 35168.713
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 -999 -999 -999 -999
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 35174.596
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 31910.963
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 35211.596 35307.698 35256.86 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 34934.214
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 35219.82 35339.947 35276.399 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 34941.353
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 31616.143
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 35133.624 35229.715 35178.877 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 34848.501
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 35141.417 35261.532 35197.984 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 34859.639
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 31546.685
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 35473.693 35569.795 35518.957 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 35183.635
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 35482.126 35602.253 35538.705 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 35188.795
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 31806.052
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 35404.6 35500.702 35449.864 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 35139.938
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 35411.891 35532.019 35468.471 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 35148
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 31762.78
msst_wide_ml_r29 35647.451 35689.134 35638.602 NA
msst_long_ml_r29 35647.556 35743.657 35692.819 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 35367.047
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 35656.074 35776.202 35712.654 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 35377.205
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 31948.649
msst_wide_ml_r30 35571.653 35613.336 35562.804 NA
msst_long_ml_r30 35571.629 35667.731 35616.893 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 35277.494
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 35574.394 35694.521 35630.973 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 35280.42
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 31922.192
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 35760.17 35856.271 35805.433 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 35471.79
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 35767.764 35887.892 35824.344 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 35476.645
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 31976.821
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 35688.284 35784.381 35733.542 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 35411.123
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 35696.597 35816.718 35753.17 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 35421.617
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 31994.308
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 35438.341 35534.438 35483.6 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 35132.14
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 -999 -999 -999 -999
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 35140.835
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 31867.467
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 35657.203 35753.305 35702.467 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 35391.824
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 35662.997 35783.124 35719.577 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 35395.464
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 31945.164
msst_wide_ml_r35 35526.343 35568.026 35517.494 NA
msst_long_ml_r35 35526.313 35622.415 35571.577 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 35229.29
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 -999 -999 -999 -999
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 35226.271
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 31994.612
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 35624.598 35720.7 35669.862 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 35358.059
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 35632.33 35752.457 35688.91 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 35366.38
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 32059.889
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 35133.052 35229.154 35178.316 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 34850.31
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 35138.364 35258.491 35194.944 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 34859.176
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 31496.453
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 35649.327 35745.429 35694.591 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 35382.055
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 -999 -999 -999 -999
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 35386.042
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 31964.964
msst_wide_ml_r39 -999 -999 -999 -999
msst_long_ml_r39 35620.158 35716.259 35665.421 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 35326.728
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 35628.594 35748.721 35685.174 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 35337.691
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 32014.658
msst_wide_ml_r40 35785.743 35827.426 35776.894 NA
msst_long_ml_r40 35785.834 35881.936 35831.097 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 35496.532
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 35794.4 35914.528 35850.98 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 35504.23
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 32162.659
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 35694.378 35790.474 35739.636 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 35400.668
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 35702.025 35822.145 35758.598 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 35409.377
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 32078.683
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 35813.926 35910.023 35859.185 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 35544.441
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 35820.144 35940.264 35876.717 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 35549.627
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 32168.518
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 35362.831 35458.933 35408.095 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 35071.655
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 -999 -999 -999 -999
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 35075.446
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 31658.19
msst_wide_ml_r44 35650.51 35692.192 35641.66 NA
msst_long_ml_r44 35650.563 35746.665 35695.827 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 35390.564
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 35658.1 35778.227 35714.68 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 35397.525
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 31940.163
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 35570.833 35666.934 35616.096 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 35278.222
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 35579.093 35699.221 35635.673 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 35286.665
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 31971.152
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 35334.751 35430.848 35380.009 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 35048.548
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 35341.366 35461.487 35397.939 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 35054.442
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 31662.047
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 35667.426 35763.528 35712.69 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 35374.824
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 35675.248 35795.376 35731.828 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 35383.21
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 32070.039
msst_wide_ml_r48 -999 -999 -999 -999
msst_long_ml_r48 35232.578 35328.68 35277.842 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 34959.987
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 35240.748 35360.875 35297.328 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 34966.949
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 31625.957
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 35318.471 35414.572 35363.734 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 35049.7
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 -999 -999 -999 -999
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 35058.574
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 31869.844
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 35675.911 35772.013 35721.174 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 35385.892
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 35680.737 35800.865 35737.317 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 35387.132
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 32114.108
