AIC BIC aBIC DIC
cuts_long_ml_r26 -999 -999 -999 -999
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 39540.615
tso_wide_ml_r26 39616.428 39676.347 39603.708 NA
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 35169.98
msst_wide_ml_r27 42693.228 42734.911 42684.379 NA
msst_long_ml_r27 42689.267 42785.369 42734.531 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 42240.538
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 -999 -999 -999 -999
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 39747.226
tso_wide_ml_r27 39994.246 40054.165 39981.526 NA
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 35612.451
msst_wide_ml_r28 42073.732 42115.415 42064.883 NA
msst_long_ml_r28 42069.887 42165.989 42115.15 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 41645.194
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 -999 -999 -999 -999
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 39516.971
tso_wide_ml_r28 39623.414 39683.333 39610.693 NA
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 35150.364
msst_wide_ml_r29 42115.6 42157.282 42106.75 NA
msst_long_ml_r29 42111.001 42207.102 42156.264 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 41649.182
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 -999 -999 -999 -999
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 39293.968
tso_wide_ml_r29 39412.023 39471.942 39399.302 NA
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 35145.779
msst_wide_ml_r30 42427.369 42469.052 42418.52 NA
msst_long_ml_r30 42423.76 42519.862 42469.024 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 41980.319
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 -999 -999 -999 -999
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 39355.704
tso_wide_ml_r30 39526.708 39586.627 39513.987 NA
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 35148.559
msst_wide_ml_r31 42449.354 42491.037 42440.505 NA
msst_long_ml_r31 42444.726 42540.828 42489.99 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 42008.157
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 -999 -999 -999 -999
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 39510.214
tso_wide_ml_r31 39710.027 39769.946 39697.306 NA
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 35297.137
msst_wide_ml_r32 42377.195 42418.878 42368.346 NA
msst_long_ml_r32 42373.624 42469.726 42418.888 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 41925.723
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 -999 -999 -999 -999
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 39837.339
tso_wide_ml_r32 39946.364 40006.283 39933.644 NA
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 35571.078
msst_wide_ml_r33 42237.426 42279.109 42228.577 NA
msst_long_ml_r33 42233.285 42329.387 42278.549 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 41787.138
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 -999 -999 -999 -999
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 39515.673
tso_wide_ml_r33 39564.216 39624.135 39551.495 NA
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 35231.032
msst_wide_ml_r34 42202.235 42243.918 42193.386 NA
msst_long_ml_r34 42198.127 42294.229 42243.391 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 41756.575
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 -999 -999 -999 -999
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 39560.484
tso_wide_ml_r34 39670.367 39730.286 39657.647 NA
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 35310.045
msst_wide_ml_r35 41815.082 41856.765 41806.233 NA
msst_long_ml_r35 41811.177 41907.279 41856.44 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 41411.35
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 -999 -999 -999 -999
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 39255.863
tso_wide_ml_r35 39374.324 39434.243 39361.603 NA
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 34938.126
msst_wide_ml_r36 42191.976 42233.659 42183.127 NA
msst_long_ml_r36 42188.197 42284.299 42233.461 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 41766.879
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 -999 -999 -999 -999
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 39757.926
tso_wide_ml_r36 39844.902 39904.821 39832.181 NA
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 35532.235
msst_wide_ml_r37 42857.156 42898.839 42848.307 NA
msst_long_ml_r37 42852.15 42948.251 42897.413 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 42371.678
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 -999 -999 -999 -999
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 39928.133
tso_wide_ml_r37 40016.91 40076.829 40004.189 NA
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 35678.42
msst_wide_ml_r38 42927.494 42969.177 42918.644 NA
msst_long_ml_r38 42923.863 43019.965 42969.127 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 42497.027
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 -999 -999 -999 -999
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 39741.918
tso_wide_ml_r38 39934.873 39994.792 39922.152 NA
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 35398.794
msst_wide_ml_r39 41864.765 41906.447 41855.915 NA
msst_long_ml_r39 41860.641 41956.742 41905.904 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 41395.481
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 -999 -999 -999 -999
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 39207.987
tso_wide_ml_r39 39416.924 39476.843 39404.203 NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 34881.779
msst_wide_ml_r40 42356.091 42397.773 42347.241 NA
msst_long_ml_r40 42351.893 42447.995 42397.156 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 41911.602
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 -999 -999 -999 -999
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 39711.619
tso_wide_ml_r40 39835.583 39895.502 39822.862 NA
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 35577.857
msst_wide_ml_r41 42811.09 42852.772 42802.24 NA
msst_long_ml_r41 42807.632 42903.734 42852.896 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 42446.097
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 -999 -999 -999 -999
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 40023.56
tso_wide_ml_r41 40006.134 40066.053 39993.413 NA
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 35554.344
msst_wide_ml_r42 42379.109 42420.792 42370.26 NA
msst_long_ml_r42 42375.095 42471.196 42420.358 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 41931.933
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 -999 -999 -999 -999
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 39639.84
tso_wide_ml_r42 39779.691 39839.61 39766.971 NA
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 35378.216
msst_wide_ml_r43 42055.892 42097.575 42047.043 NA
msst_long_ml_r43 42052.392 42148.494 42097.655 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 41630.938
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 -999 -999 -999 -999
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 39675.02
tso_wide_ml_r43 39773.109 39833.028 39760.388 NA
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 35415.362
msst_wide_ml_r44 42427.182 42468.865 42418.333 NA
msst_long_ml_r44 42423.254 42519.356 42468.518 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 41986.019
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 -999 -999 -999 -999
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 39648.132
tso_wide_ml_r44 39810.917 39870.836 39798.196 NA
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 35295.488
msst_wide_ml_r45 43288.262 43329.944 43279.412 NA
msst_long_ml_r45 43284.842 43380.944 43330.106 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 42864.869
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 -999 -999 -999 -999
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 39703.861
tso_wide_ml_r45 39831.306 39891.225 39818.585 NA
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 35381.816
msst_wide_ml_r46 42745.868 42787.551 42737.019 NA
msst_long_ml_r46 42742.151 42838.253 42787.414 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 42302.086
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 -999 -999 -999 -999
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 39599.376
tso_wide_ml_r46 39740.238 39800.157 39727.517 NA
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 35390.168
msst_wide_ml_r47 42462.657 42504.34 42453.808 NA
msst_long_ml_r47 42458.821 42554.923 42504.085 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 42053.639
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 -999 -999 -999 -999
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 39666.608
tso_wide_ml_r47 39733.938 39793.857 39721.217 NA
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 35287.17
msst_wide_ml_r48 42004.833 42046.515 41995.983 NA
msst_long_ml_r48 42001.166 42097.268 42046.43 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 41559.07
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 -999 -999 -999 -999
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 39642.506
tso_wide_ml_r48 39756.502 39816.421 39743.782 NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 35349.544
msst_wide_ml_r49 42055.17 42096.853 42046.321 NA
msst_long_ml_r49 42051.048 42147.15 42096.311 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 41656.933
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 -999 -999 -999 -999
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 39499.038
tso_wide_ml_r49 39631.723 39691.642 39619.002 NA
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 35322.636
msst_wide_ml_r50 42502.735 42544.418 42493.886 NA
msst_long_ml_r50 42497.248 42593.35 42542.512 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 42034.786
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 -999 -999 -999 -999
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 39602.154
tso_wide_ml_r50 39702.406 39762.325 39689.685 NA
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 35259.209
msst_wide_ml_r51 42075.609 42117.292 42066.76 NA
msst_long_ml_r51 42072.205 42168.307 42117.469 NA
