AIC BIC aBIC DIC
cuts_long_ml_r23 78145.174 78279.164 78215.61 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 77802.666
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 70811.708
msst_wide_ml_r24 78008.267 78049.95 77999.418 NA
msst_long_ml_r24 78008.328 78115.52 78064.676 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 77659.878
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 78016.725 78150.715 78087.161 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 77666.662
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 70671.128
msst_wide_ml_r25 77986.865 78028.548 77978.016 NA
msst_long_ml_r25 77986.506 78093.698 78042.854 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 77629.528
cuts_wide_ml_r25 77989.641 78041.744 77978.579 NA
cuts_long_ml_r25 77989.641 78123.631 78060.077 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 77636.238
tso_wide_ml_r25 77994.816 78054.735 77982.095 NA
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 70233.275
msst_wide_ml_r26 78029.095 78070.778 78020.246 NA
msst_long_ml_r26 78029.045 78136.237 78085.394 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 77683.369
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 -999 -999 -999 -999
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 77690.071
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 70585.676
msst_wide_ml_r27 78430.429 78472.112 78421.58 NA
msst_long_ml_r27 78430.486 78537.678 78486.834 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 78083.421
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 78436.184 78570.175 78506.62 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 78087.018
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 70980.335
msst_wide_ml_r28 77956.392 77998.075 77947.543 NA
msst_long_ml_r28 77956.537 78063.729 78012.886 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 77600.995
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 77964.875 78098.865 78035.311 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 77604.916
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 70243.255
msst_wide_ml_r29 78142.871 78184.554 78134.022 NA
msst_long_ml_r29 78142.678 78249.871 78199.027 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 77768.246
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 -999 -999 -999 -999
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 77774.898
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 70560.373
msst_wide_ml_r30 77900.16 77941.843 77891.311 NA
msst_long_ml_r30 77900.34 78007.533 77956.689 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 77539.681
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 77908.783 78042.774 77979.219 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 77544.352
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 70309.784
msst_wide_ml_r31 77498.138 77539.821 77489.289 NA
msst_long_ml_r31 77498.04 77605.232 77554.389 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 77125.214
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 77504.809 77638.799 77575.245 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 77129.813
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 69896.171
msst_wide_ml_r32 78083.46 78125.142 78074.61 NA
msst_long_ml_r32 78083.829 78191.022 78140.178 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 77737.03
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 78092.146 78226.137 78162.582 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 77735.472
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 70504.313
msst_wide_ml_r33 77948.801 77990.484 77939.952 NA
msst_long_ml_r33 77948.804 78055.996 78005.153 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 77627.25
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 77955.813 78089.803 78026.249 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 77633.857
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 70335.581
msst_wide_ml_r34 77756.561 77798.243 77747.711 NA
msst_long_ml_r34 77756.622 77863.814 77812.97 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 77417.079
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 77762.999 77896.99 77833.435 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 77419.779
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 70292.689
msst_wide_ml_r35 77847.394 77889.076 77838.544 NA
msst_long_ml_r35 77847.496 77954.688 77903.845 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 77507.209
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 -999 -999 -999 -999
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 77510.102
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 70286.326
msst_wide_ml_r36 77833.994 77875.677 77825.145 NA
msst_long_ml_r36 77833.935 77941.128 77890.284 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 77491.351
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 -999 -999 -999 -999
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 77497.519
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 70116.19
msst_wide_ml_r37 77701.367 77743.049 77692.517 NA
msst_long_ml_r37 77701.258 77808.45 77757.607 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 77356.772
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 -999 -999 -999 -999
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 77355.156
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 70084.432
msst_wide_ml_r38 77774.482 77816.164 77765.632 NA
msst_long_ml_r38 77774.601 77881.793 77830.95 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 77429.507
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 77783.037 77917.027 77853.473 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 77434.672
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 70407.245
msst_wide_ml_r39 77724.738 77766.421 77715.889 NA
msst_long_ml_r39 77724.686 77831.878 77781.035 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 77375.464
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 77732.321 77866.311 77802.757 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 77383.619
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 70203.464
msst_wide_ml_r40 78200.311 78241.993 78191.461 NA
msst_long_ml_r40 78200.363 78307.555 78256.712 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 77849.533
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 78208.389 78342.379 78278.825 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 77853.613
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 70662.841
msst_wide_ml_r41 77481.976 77523.659 77473.127 NA
msst_long_ml_r41 77482.429 77589.622 77538.778 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 77149.578
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 77490.722 77624.713 77561.158 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 77144.168
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 70144.882
msst_wide_ml_r42 77798.497 77840.18 77789.648 NA
msst_long_ml_r42 77798.904 77906.097 77855.253 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 77437.847
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 77807.253 77941.243 77877.689 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 77434.54
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 70310.83
msst_wide_ml_r43 77737.625 77779.308 77728.776 NA
msst_long_ml_r43 77737.639 77844.831 77793.988 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 77400.834
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 77745.448 77879.439 77815.884 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 77408.404
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 70291.387
msst_wide_ml_r44 77616.916 77658.599 77608.067 NA
msst_long_ml_r44 77616.888 77724.08 77673.236 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 77282.22
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 77625.065 77759.055 77695.5 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 77291.059
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 70256.733
msst_wide_ml_r45 77661.68 77703.363 77652.831 NA
msst_long_ml_r45 77661.505 77768.697 77717.853 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 77317.938
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 77668.186 77802.176 77738.622 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 77327.063
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 70110.758
msst_wide_ml_r46 77701.261 77742.943 77692.411 NA
msst_long_ml_r46 77701.633 77808.825 77757.982 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 77364.762
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 77709.929 77843.919 77780.365 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 77361.31
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 70069.551
msst_wide_ml_r47 77824.395 77866.077 77815.545 NA
msst_long_ml_r47 77824.447 77931.639 77880.796 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 77507.403
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 77829.461 77963.451 77899.897 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 77508.316
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 70368.769
msst_wide_ml_r48 77845.133 77886.816 77836.284 NA
msst_long_ml_r48 77845.346 77952.538 77901.694 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 77534.104
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 77853.647 77987.638 77924.083 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 77537.132
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 70350.106
msst_wide_ml_r49 78076.502 78118.185 78067.653 NA
msst_long_ml_r49 78076.369 78183.561 78132.718 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 77733.58
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 78083.395 78217.385 78153.83 NA
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 77742.933
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 70332.289
msst_wide_ml_r50 77824.674 77866.356 77815.824 NA
msst_long_ml_r50 77824.496 77931.688 77880.845 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 77497.157
cuts_wide_ml_r50 77831.223 77883.326 77820.161 NA
cuts_long_ml_r50 77831.223 77965.213 77901.659 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 77507.284
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 70381.513
msst_wide_ml_r51 77808.23 77849.913 77799.381 NA
msst_long_ml_r51 77808.269 77915.461 77864.617 NA
msst_wide_bayes_r51 NA NA NA NA
msst_long_bayes_r51 NA NA NA 77446.576
