AIC BIC aBIC DIC
cuts_wide_bayes_r4 -999 -999 -999 -999
cuts_long_bayes_r4 NA NA NA 105253.472
tso_wide_ml_r4 -999 -999 -999 -999
tso_wide_bayes_r4 -999 -999 -999 -999
tso_long_bayes_r4 NA NA NA 95269.259
msst_wide_ml_r5 -999 -999 -999 -999
msst_long_ml_r5 105582.672 105696.347 105645.501 NA
msst_wide_bayes_r5 -999 -999 -999 -999
msst_long_bayes_r5 NA NA NA 105216.328
cuts_wide_ml_r5 -999 -999 -999 -999
cuts_long_ml_r5 105590.784 105732.877 105669.321 NA
cuts_wide_bayes_r5 -999 -999 -999 -999
cuts_long_bayes_r5 NA NA NA 105213.608
tso_wide_ml_r5 -999 -999 -999 -999
tso_wide_bayes_r5 -999 -999 -999 -999
tso_long_bayes_r5 NA NA NA 94950.566
msst_wide_ml_r6 -999 -999 -999 -999
msst_long_ml_r6 105792.059 105905.737 105854.892 NA
msst_wide_bayes_r6 -999 -999 -999 -999
msst_long_bayes_r6 NA NA NA 105437.633
cuts_wide_ml_r6 -999 -999 -999 -999
cuts_long_ml_r6 105799.79 105941.888 105878.331 NA
cuts_wide_bayes_r6 -999 -999 -999 -999
cuts_long_bayes_r6 NA NA NA 105435.674
tso_wide_ml_r6 -999 -999 -999 -999
tso_wide_bayes_r6 -999 -999 -999 -999
tso_long_bayes_r6 NA NA NA 95566.881
msst_wide_ml_r7 -999 -999 -999 -999
msst_long_ml_r7 105718.627 105832.305 105781.459 NA
msst_wide_bayes_r7 -999 -999 -999 -999
msst_long_bayes_r7 NA NA NA 105353.683
cuts_wide_ml_r7 -999 -999 -999 -999
cuts_long_ml_r7 105726.031 105868.128 105804.572 NA
cuts_wide_bayes_r7 -999 -999 -999 -999
cuts_long_bayes_r7 NA NA NA 105355.316
tso_wide_ml_r7 -999 -999 -999 -999
tso_wide_bayes_r7 -999 -999 -999 -999
tso_long_bayes_r7 NA NA NA 95346.833
msst_wide_ml_r8 -999 -999 -999 -999
msst_long_ml_r8 106212.012 106325.692 106274.846 NA
msst_wide_bayes_r8 -999 -999 -999 -999
msst_long_bayes_r8 NA NA NA 105824.828
cuts_wide_ml_r8 -999 -999 -999 -999
cuts_long_ml_r8 106219.737 106361.836 106298.28 NA
cuts_wide_bayes_r8 -999 -999 -999 -999
cuts_long_bayes_r8 NA NA NA 105825.911
tso_wide_ml_r8 -999 -999 -999 -999
tso_wide_bayes_r8 -999 -999 -999 -999
tso_long_bayes_r8 NA NA NA 95892.243
msst_wide_ml_r9 -999 -999 -999 -999
msst_long_ml_r9 105912.852 106026.53 105975.685 NA
msst_wide_bayes_r9 -999 -999 -999 -999
msst_long_bayes_r9 NA NA NA 105567.874
cuts_wide_ml_r9 -999 -999 -999 -999
cuts_long_ml_r9 105920.996 106063.093 105999.537 NA
cuts_wide_bayes_r9 -999 -999 -999 -999
cuts_long_bayes_r9 NA NA NA 105558.989
tso_wide_ml_r9 -999 -999 -999 -999
tso_wide_bayes_r9 -999 -999 -999 -999
tso_long_bayes_r9 NA NA NA 95579.829
msst_wide_ml_r10 -999 -999 -999 -999
msst_long_ml_r10 106113.745 106227.425 106176.58 NA
msst_wide_bayes_r10 -999 -999 -999 -999
msst_long_bayes_r10 NA NA NA 105733.507
cuts_wide_ml_r10 -999 -999 -999 -999
cuts_long_ml_r10 106119.706 106261.805 106198.249 NA
cuts_wide_bayes_r10 -999 -999 -999 -999
cuts_long_bayes_r10 NA NA NA 105733.336
tso_wide_ml_r10 -999 -999 -999 -999
tso_wide_bayes_r10 -999 -999 -999 -999
tso_long_bayes_r10 NA NA NA 95795.356
msst_wide_ml_r11 -999 -999 -999 -999
msst_long_ml_r11 105818.64 105932.32 105881.474 NA
msst_wide_bayes_r11 -999 -999 -999 -999
msst_long_bayes_r11 NA NA NA 105445.618
cuts_wide_ml_r11 -999 -999 -999 -999
cuts_long_ml_r11 105826.879 105968.978 105905.422 NA
cuts_wide_bayes_r11 -999 -999 -999 -999
cuts_long_bayes_r11 NA NA NA 105448.42
tso_wide_ml_r11 -999 -999 -999 -999
tso_wide_bayes_r11 -999 -999 -999 -999
tso_long_bayes_r11 NA NA NA 95356.179
msst_wide_ml_r12 -999 -999 -999 -999
msst_long_ml_r12 106431.394 106545.072 106494.227 NA
msst_wide_bayes_r12 -999 -999 -999 -999
msst_long_bayes_r12 NA NA NA 106045.156
cuts_wide_ml_r12 -999 -999 -999 -999
cuts_long_ml_r12 106439.651 106581.748 106518.191 NA
cuts_wide_bayes_r12 -999 -999 -999 -999
cuts_long_bayes_r12 NA NA NA 106046.449
tso_wide_ml_r12 -999 -999 -999 -999
tso_wide_bayes_r12 -999 -999 -999 -999
tso_long_bayes_r12 NA NA NA 95954.263
msst_wide_ml_r13 -999 -999 -999 -999
msst_long_ml_r13 106049.015 106162.693 106111.848 NA
msst_wide_bayes_r13 -999 -999 -999 -999
msst_long_bayes_r13 NA NA NA 105656.063
cuts_wide_ml_r13 -999 -999 -999 -999
cuts_long_ml_r13 106057.101 106199.198 106135.641 NA
cuts_wide_bayes_r13 -999 -999 -999 -999
cuts_long_bayes_r13 NA NA NA 105650.039
tso_wide_ml_r13 -999 -999 -999 -999
tso_wide_bayes_r13 -999 -999 -999 -999
tso_long_bayes_r13 NA NA NA 95536.592
msst_wide_ml_r14 -999 -999 -999 -999
msst_long_ml_r14 106341.24 106454.915 106404.069 NA
msst_wide_bayes_r14 -999 -999 -999 -999
msst_long_bayes_r14 NA NA NA 105966.351
cuts_wide_ml_r14 -999 -999 -999 -999
cuts_long_ml_r14 106348.155 106490.248 106426.691 NA
cuts_wide_bayes_r14 -999 -999 -999 -999
cuts_long_bayes_r14 NA NA NA 105966.619
tso_wide_ml_r14 -999 -999 -999 -999
tso_wide_bayes_r14 -999 -999 -999 -999
tso_long_bayes_r14 NA NA NA 96094.231
msst_wide_ml_r15 -999 -999 -999 -999
msst_long_ml_r15 106026.407 106140.086 106089.241 NA
msst_wide_bayes_r15 -999 -999 -999 -999
msst_long_bayes_r15 NA NA NA 105631.889
cuts_wide_ml_r15 -999 -999 -999 -999
cuts_long_ml_r15 -999 -999 -999 -999
cuts_wide_bayes_r15 -999 -999 -999 -999
cuts_long_bayes_r15 NA NA NA 105632.37
tso_wide_ml_r15 -999 -999 -999 -999
tso_wide_bayes_r15 -999 -999 -999 -999
tso_long_bayes_r15 NA NA NA 95334.151
msst_wide_ml_r16 -999 -999 -999 -999
msst_long_ml_r16 105810.718 105924.391 105873.545 NA
msst_wide_bayes_r16 -999 -999 -999 -999
msst_long_bayes_r16 NA NA NA 105431.907
cuts_wide_ml_r16 -999 -999 -999 -999
cuts_long_ml_r16 105819.048 105961.138 105897.582 NA
cuts_wide_bayes_r16 -999 -999 -999 -999
cuts_long_bayes_r16 NA NA NA 105432.666
tso_wide_ml_r16 -999 -999 -999 -999
tso_wide_bayes_r16 -999 -999 -999 -999
tso_long_bayes_r16 NA NA NA 95507.734
msst_wide_ml_r17 -999 -999 -999 -999
msst_long_ml_r17 105334.683 105448.361 105397.516 NA
msst_wide_bayes_r17 -999 -999 -999 -999
msst_long_bayes_r17 NA NA NA 104992.003
cuts_wide_ml_r17 -999 -999 -999 -999
cuts_long_ml_r17 -999 -999 -999 -999
cuts_wide_bayes_r17 -999 -999 -999 -999
cuts_long_bayes_r17 NA NA NA 104989.298
tso_wide_ml_r17 -999 -999 -999 -999
tso_wide_bayes_r17 -999 -999 -999 -999
tso_long_bayes_r17 NA NA NA 95079.885
msst_wide_ml_r18 -999 -999 -999 -999
msst_long_ml_r18 105713.719 105827.399 105776.554 NA
msst_wide_bayes_r18 -999 -999 -999 -999
msst_long_bayes_r18 NA NA NA 105342.72
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 105720.417 105862.517 105798.96 NA
cuts_wide_bayes_r18 -999 -999 -999 -999
cuts_long_bayes_r18 NA NA NA 105351.319
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 -999 -999 -999 -999
tso_long_bayes_r18 NA NA NA 95395.34
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 106304.918 106418.596 106367.751 NA
msst_wide_bayes_r19 -999 -999 -999 -999
msst_long_bayes_r19 NA NA NA 105935.993
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 106312.952 106455.049 106391.492 NA
cuts_wide_bayes_r19 -999 -999 -999 -999
cuts_long_bayes_r19 NA NA NA 105934.116
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 -999 -999 -999 -999
tso_long_bayes_r19 NA NA NA 96067.451
msst_wide_ml_r20 -999 -999 -999 -999
msst_long_ml_r20 106551.004 106664.683 106613.838 NA
msst_wide_bayes_r20 -999 -999 -999 -999
msst_long_bayes_r20 NA NA NA 106202.778
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 106559.226 106701.325 106637.769 NA
cuts_wide_bayes_r20 -999 -999 -999 -999
cuts_long_bayes_r20 NA NA NA 106195.163
tso_wide_ml_r20 -999 -999 -999 -999
tso_wide_bayes_r20 -999 -999 -999 -999
tso_long_bayes_r20 NA NA NA 96131.471
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 105285.523 105399.198 105348.353 NA
msst_wide_bayes_r21 -999 -999 -999 -999
msst_long_bayes_r21 NA NA NA 104918.636
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 105292.086 105434.179 105370.622 NA
cuts_wide_bayes_r21 -999 -999 -999 -999
cuts_long_bayes_r21 NA NA NA 104912.317
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 -999 -999 -999 -999
tso_long_bayes_r21 NA NA NA 95041.533
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 106094.002 106207.682 106156.837 NA
msst_wide_bayes_r22 -999 -999 -999 -999
msst_long_bayes_r22 NA NA NA 105730.207
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 -999 -999 -999 -999
cuts_wide_bayes_r22 -999 -999 -999 -999
cuts_long_bayes_r22 NA NA NA 105729.064
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 -999 -999 -999 -999
tso_long_bayes_r22 NA NA NA 95617.481
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 105278.339 105392.017 105341.172 NA
msst_wide_bayes_r23 -999 -999 -999 -999
msst_long_bayes_r23 NA NA NA 104897.977
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 105286.739 105428.836 105365.28 NA
cuts_wide_bayes_r23 -999 -999 -999 -999
cuts_long_bayes_r23 NA NA NA 104900.86
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 -999 -999 -999 -999
tso_long_bayes_r23 NA NA NA 94780.34
msst_wide_ml_r24 -999 -999 -999 -999
msst_long_ml_r24 106108.298 106221.974 106171.129 NA
msst_wide_bayes_r24 -999 -999 -999 -999
msst_long_bayes_r24 NA NA NA 105741.693
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 106116.642 106258.737 106195.18 NA
cuts_wide_bayes_r24 -999 -999 -999 -999
cuts_long_bayes_r24 NA NA NA 105738.738
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 -999 -999 -999 -999
tso_long_bayes_r24 NA NA NA 95545.796
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 106751.987 106865.667 106814.822 NA
msst_wide_bayes_r25 -999 -999 -999 -999
msst_long_bayes_r25 NA NA NA 106378.505
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 106758.173 106900.272 106836.716 NA
cuts_wide_bayes_r25 -999 -999 -999 -999
cuts_long_bayes_r25 NA NA NA 106384.968
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 -999 -999 -999 -999
tso_long_bayes_r25 NA NA NA 96479.007
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 105769.318 105882.994 105832.149 NA
msst_wide_bayes_r26 -999 -999 -999 -999
msst_long_bayes_r26 NA NA NA 105412.229
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 105775.399 105917.494 105853.937 NA
cuts_wide_bayes_r26 -999 -999 -999 -999
cuts_long_bayes_r26 NA NA NA 105418.484
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 -999 -999 -999 -999
tso_long_bayes_r26 NA NA NA 95391.271
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 106419.498 106533.174 106482.329 NA
msst_wide_bayes_r27 -999 -999 -999 -999
msst_long_bayes_r27 NA NA NA 106053.523
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 106426.57 106568.665 106505.108 NA
cuts_wide_bayes_r27 -999 -999 -999 -999
cuts_long_bayes_r27 NA NA NA 106052.997
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 -999 -999 -999 -999
tso_long_bayes_r27 NA NA NA 95901.155
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 105864.891 105978.569 105927.724 NA
msst_wide_bayes_r28 -999 -999 -999 -999
msst_long_bayes_r28 NA NA NA 105496.847
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 105872.822 106014.92 105951.363 NA
cuts_wide_bayes_r28 -999 -999 -999 -999
cuts_long_bayes_r28 NA NA NA 105501.023
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 -999 -999 -999 -999
tso_long_bayes_r28 NA NA NA 95490.097
msst_wide_ml_r29 -999 -999 -999 -999
msst_long_ml_r29 105458.162 105571.84 105520.995 NA
msst_wide_bayes_r29 -999 -999 -999 -999
msst_long_bayes_r29 NA NA NA 105097.061
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 105466.167 105608.264 105544.707 NA
cuts_wide_bayes_r29 -999 -999 -999 -999
cuts_long_bayes_r29 NA NA NA 105098.723
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 -999 -999 -999 -999
tso_long_bayes_r29 NA NA NA 95126.735
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 106054.826 106168.506 106117.661 NA
msst_wide_bayes_r30 -999 -999 -999 -999
msst_long_bayes_r30 NA NA NA 105690.875
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 106061.891 106203.991 106140.434 NA
cuts_wide_bayes_r30 -999 -999 -999 -999
cuts_long_bayes_r30 NA NA NA 105687.718
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 -999 -999 -999 -999
tso_long_bayes_r30 NA NA NA 95456.118
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 105742.881 105856.557 105805.712 NA
msst_wide_bayes_r31 -999 -999 -999 -999
msst_long_bayes_r31 NA NA NA 105384.95
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 105750.728 105892.823 105829.266 NA
cuts_wide_bayes_r31 -999 -999 -999 -999
cuts_long_bayes_r31 NA NA NA 105384.724
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 -999 -999 -999 -999
tso_long_bayes_r31 NA NA NA 95423.617
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 105706.27 105819.948 105769.103 NA
msst_wide_bayes_r32 -999 -999 -999 -999
msst_long_bayes_r32 NA NA NA 105323.094
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 -999 -999 -999 -999
cuts_wide_bayes_r32 -999 -999 -999 -999
cuts_long_bayes_r32 NA NA NA 105323.527
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 -999 -999 -999 -999
tso_long_bayes_r32 NA NA NA 95290.231
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 105653.846 105767.525 105716.68 NA
msst_wide_bayes_r33 -999 -999 -999 -999
msst_long_bayes_r33 NA NA NA 105294.455
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 105662.228 105804.327 105740.771 NA
cuts_wide_bayes_r33 -999 -999 -999 -999
cuts_long_bayes_r33 NA NA NA 105295.666
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 -999 -999 -999 -999
tso_long_bayes_r33 NA NA NA 95409.122
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 106193.366 106307.045 106256.2 NA
msst_wide_bayes_r34 -999 -999 -999 -999
msst_long_bayes_r34 NA NA NA 105833.277
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 -999 -999 -999 -999
cuts_wide_bayes_r34 -999 -999 -999 -999
cuts_long_bayes_r34 NA NA NA 105833.382
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 -999 -999 -999 -999
tso_long_bayes_r34 NA NA NA 95798.546
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 106077.295 106190.974 106140.129 NA
msst_wide_bayes_r35 -999 -999 -999 -999
msst_long_bayes_r35 NA NA NA 105721.447
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 106082.537 106224.637 106161.08 NA
cuts_wide_bayes_r35 -999 -999 -999 -999
cuts_long_bayes_r35 NA NA NA 105722.823
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 -999 -999 -999 -999
tso_long_bayes_r35 NA NA NA 95796.888
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 105900.042 106013.722 105962.876 NA
msst_wide_bayes_r36 -999 -999 -999 -999
msst_long_bayes_r36 NA NA NA 105501.734
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 -999 -999 -999 -999
cuts_wide_bayes_r36 -999 -999 -999 -999
cuts_long_bayes_r36 NA NA NA 105497.633
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 -999 -999 -999 -999
tso_long_bayes_r36 NA NA NA 95336.525
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 105546.067 105659.744 105608.899 NA
msst_wide_bayes_r37 -999 -999 -999 -999
msst_long_bayes_r37 NA NA NA 105174.82
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 105553.937 105696.034 105632.477 NA
cuts_wide_bayes_r37 -999 -999 -999 -999
cuts_long_bayes_r37 NA NA NA 105176.526
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 -999 -999 -999 -999
tso_long_bayes_r37 NA NA NA 95173.739
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 106276.368 106390.046 106339.201 NA
msst_wide_bayes_r38 -999 -999 -999 -999
msst_long_bayes_r38 NA NA NA 105896.713
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 106283.203 106425.3 106361.743 NA
cuts_wide_bayes_r38 -999 -999 -999 -999
cuts_long_bayes_r38 NA NA NA 105904.218
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 -999 -999 -999 -999
tso_long_bayes_r38 NA NA NA 95983.441
msst_wide_ml_r39 -999 -999 -999 -999
msst_long_ml_r39 105777.678 105891.354 105840.509 NA
msst_wide_bayes_r39 -999 -999 -999 -999
msst_long_bayes_r39 NA NA NA 105404.295
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 105785.922 105928.017 105864.461 NA
cuts_wide_bayes_r39 -999 -999 -999 -999
cuts_long_bayes_r39 NA NA NA 105397.989
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 -999 -999 -999 -999
tso_long_bayes_r39 NA NA NA 95337.511
msst_wide_ml_r40 -999 -999 -999 -999
msst_long_ml_r40 106207.275 106320.951 106270.105 NA
msst_wide_bayes_r40 -999 -999 -999 -999
msst_long_bayes_r40 NA NA NA 105848.838
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 106212.712 106354.807 106291.251 NA
cuts_wide_bayes_r40 -999 -999 -999 -999
cuts_long_bayes_r40 NA NA NA 105845.887
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 -999 -999 -999 -999
tso_long_bayes_r40 NA NA NA 96075.018
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 106246.891 106360.569 106309.723 NA
msst_wide_bayes_r41 -999 -999 -999 -999
msst_long_bayes_r41 NA NA NA 105861.497
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 106255.223 106397.321 106333.764 NA
cuts_wide_bayes_r41 -999 -999 -999 -999
cuts_long_bayes_r41 NA NA NA 105857.755
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 -999 -999 -999 -999
tso_long_bayes_r41 NA NA NA 95867.151
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 106087.56 106201.237 106150.392 NA
msst_wide_bayes_r42 -999 -999 -999 -999
msst_long_bayes_r42 NA NA NA 105689.968
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 106093.029 106235.126 106171.569 NA
cuts_wide_bayes_r42 -999 -999 -999 -999
cuts_long_bayes_r42 NA NA NA 105690.438
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 -999 -999 -999 -999
tso_long_bayes_r42 NA NA NA 95750.041
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 106173.585 106287.263 106236.418 NA
msst_wide_bayes_r43 -999 -999 -999 -999
msst_long_bayes_r43 NA NA NA 105801.856
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 106181.829 106323.926 106260.37 NA
cuts_wide_bayes_r43 -999 -999 -999 -999
cuts_long_bayes_r43 NA NA NA 105802.143
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 -999 -999 -999 -999
tso_long_bayes_r43 NA NA NA 95646.798
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 105817.402 105931.081 105880.236 NA
msst_wide_bayes_r44 -999 -999 -999 -999
msst_long_bayes_r44 NA NA NA 105457.873
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 105823.461 105965.561 105902.004 NA
cuts_wide_bayes_r44 -999 -999 -999 -999
cuts_long_bayes_r44 NA NA NA 105460.854
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 -999 -999 -999 -999
tso_long_bayes_r44 NA NA NA 95560.115
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 105598.084 105711.764 105660.918 NA
msst_wide_bayes_r45 -999 -999 -999 -999
msst_long_bayes_r45 NA NA NA 105239.47
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 105606.289 105748.389 105684.832 NA
cuts_wide_bayes_r45 -999 -999 -999 -999
cuts_long_bayes_r45 NA NA NA 105233.522
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 -999 -999 -999 -999
tso_long_bayes_r45 NA NA NA 95452.92
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 105713.086 105826.764 105775.918 NA
msst_wide_bayes_r46 -999 -999 -999 -999
msst_long_bayes_r46 NA NA NA 105343.193
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 105720.129 105862.226 105798.67 NA
cuts_wide_bayes_r46 -999 -999 -999 -999
cuts_long_bayes_r46 NA NA NA 105346.067
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 -999 -999 -999 -999
tso_long_bayes_r46 NA NA NA 95509.265
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 105837.612 105951.291 105900.446 NA
msst_wide_bayes_r47 -999 -999 -999 -999
msst_long_bayes_r47 NA NA NA 105470.972
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 105844.79 105986.89 105923.333 NA
cuts_wide_bayes_r47 -999 -999 -999 -999
cuts_long_bayes_r47 NA NA NA 105468.87
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 -999 -999 -999 -999
tso_long_bayes_r47 NA NA NA 95410.437
msst_wide_ml_r48 -999 -999 -999 -999
msst_long_ml_r48 105639.837 105753.515 105702.67 NA
msst_wide_bayes_r48 -999 -999 -999 -999
msst_long_bayes_r48 NA NA NA 105282.998
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 105648.08 105790.178 105726.621 NA
cuts_wide_bayes_r48 -999 -999 -999 -999
cuts_long_bayes_r48 NA NA NA 105275.721
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 -999 -999 -999 -999
tso_long_bayes_r48 NA NA NA 95191.719
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 106564.428 106678.106 106627.261 NA
msst_wide_bayes_r49 -999 -999 -999 -999
msst_long_bayes_r49 NA NA NA 106183.202
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 106571.724 106713.822 106650.265 NA
cuts_wide_bayes_r49 -999 -999 -999 -999
cuts_long_bayes_r49 NA NA NA 106192.291
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 -999 -999 -999 -999
tso_long_bayes_r49 NA NA NA 96234.793
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 105636.145 105749.825 105698.979 NA
msst_wide_bayes_r50 -999 -999 -999 -999
msst_long_bayes_r50 NA NA NA 105249.401
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 105642.745 105784.844 105721.288 NA
cuts_wide_bayes_r50 -999 -999 -999 -999
cuts_long_bayes_r50 NA NA NA 105249.131
tso_wide_ml_r50 -999 -999 -999 -999
