AIC BIC aBIC DIC
msst_long_bayes_r18 NA NA NA 38150.539
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 -999 -999 -999 -999
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 36136.138
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 32107.632
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 38827.267 38923.364 38872.526 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 38402.431
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 -999 -999 -999 -999
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 36361.985
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 32475.455
msst_wide_ml_r20 38506.197 38547.88 38497.348 NA
msst_long_ml_r20 38502.102 38598.198 38547.36 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 38118.565
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 -999 -999 -999 -999
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 36350.435
tso_wide_ml_r20 36346.381 36406.299 36333.66 NA
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 32416.09
msst_wide_ml_r21 38806.994 38848.676 38798.144 NA
msst_long_ml_r21 38802.61 38898.712 38847.873 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 38369.92
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 -999 -999 -999 -999
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 36087.151
tso_wide_ml_r21 36202.326 36262.245 36189.605 NA
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 32014.98
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 38790.963 38887.064 38836.226 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 38390.165
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 -999 -999 -999 -999
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 36061.272
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 31824.751
msst_wide_ml_r23 38764.309 38805.992 38755.46 NA
msst_long_ml_r23 38761.294 38857.396 38806.558 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 38353.469
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 -999 -999 -999 -999
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 36371.487
tso_wide_ml_r23 36482.696 36542.615 36469.975 NA
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 32421.94
msst_wide_ml_r24 -999 -999 -999 -999
msst_long_ml_r24 38449.271 38545.368 38494.53 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 38045.614
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 -999 -999 -999 -999
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 36121.505
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 31928.914
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 38208.476 38304.578 38253.739 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 37827.205
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 -999 -999 -999 -999
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 35932.412
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 32009.543
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 38608.925 38705.027 38654.189 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 38186.662
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 -999 -999 -999 -999
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 36256.427
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 32265.258
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 38721.75 38817.846 38767.008 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 38309.062
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 -999 -999 -999 -999
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 36291.614
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 32452.314
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 38230.128 38326.23 38275.392 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 37835.365
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 -999 -999 -999 -999
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 35955.02
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 31915.965
msst_wide_ml_r29 38052.805 38094.488 38043.956 NA
msst_long_ml_r29 38047.994 38144.096 38093.258 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 37594.759
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 -999 -999 -999 -999
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 35537.688
tso_wide_ml_r29 35732.937 35792.856 35720.216 NA
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 31691.23
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 38319.497 38415.594 38364.756 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 37921.142
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 -999 -999 -999 -999
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 35869.827
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 31770.135
msst_wide_ml_r31 38340.817 38382.5 38331.968 NA
msst_long_ml_r31 38337.298 38433.4 38382.562 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 37926.183
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 -999 -999 -999 -999
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 36045.713
tso_wide_ml_r31 36185.199 36245.118 36172.478 NA
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 32172.171
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 38542.239 38638.341 38587.502 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 38132.667
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 -999 -999 -999 -999
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 35993.611
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 31993.638
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 38213.952 38310.054 38259.216 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 37804.972
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 -999 -999 -999 -999
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 35666.412
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 31676.057
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 38765.546 38861.643 38810.805 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 38365.098
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 -999 -999 -999 -999
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 36238.334
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 32322.612
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 38039.553 38135.655 38084.817 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 37651.198
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 -999 -999 -999 -999
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 35840.002
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 31806.227
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 38097.647 38193.749 38142.911 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 37671.709
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 -999 -999 -999 -999
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 35713.452
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 31616.419
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 38308.432 38404.529 38353.69 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 37904.632
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 -999 -999 -999 -999
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 36200.493
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 32199.613
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 37855.637 37951.739 37900.901 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 37482.441
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 -999 -999 -999 -999
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 35876.217
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 32082.382
msst_wide_ml_r39 -999 -999 -999 -999
msst_long_ml_r39 38896.298 38992.395 38941.557 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 38483.647
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 -999 -999 -999 -999
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 36156.994
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 32012.338
msst_wide_ml_r40 38586.816 38628.498 38577.966 NA
msst_long_ml_r40 38583.55 38679.652 38628.813 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 38198.065
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 -999 -999 -999 -999
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 36091.495
tso_wide_ml_r40 36168.736 36228.655 36156.015 NA
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 32050.927
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 38150.081 38246.182 38195.344 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 37730.971
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 -999 -999 -999 -999
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 35767.387
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 31784.699
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 38378.961 38475.063 38424.225 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 37986.802
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 -999 -999 -999 -999
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 36158.583
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 32109.372
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 38151.24 38247.342 38196.504 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 37785.177
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 -999 -999 -999 -999
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 36077.784
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 32136.911
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 38631.648 38727.75 38676.912 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 38243.574
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 -999 -999 -999 -999
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 36181.678
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 32256.701
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 38347.422 38443.524 38392.686 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 37975.998
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 -999 -999 -999 -999
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 36054.515
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 32176.167
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 38634.768 38730.869 38680.031 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 38233.226
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 -999 -999 -999 -999
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 36361.207
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 32517.678
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 38501.566 38597.668 38546.83 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 38079.072
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 -999 -999 -999 -999
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 35851.335
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 31945.886
msst_wide_ml_r48 38401.543 38443.226 38392.694 NA
msst_long_ml_r48 38398.425 38494.527 38443.688 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 38003.136
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 -999 -999 -999 -999
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 35908.347
tso_wide_ml_r48 35999.229 36059.148 35986.508 NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 31774.495
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 38441.458 38537.56 38486.722 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 38072.123
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 -999 -999 -999 -999
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 35959.86
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 31993.458
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 38292.444 38388.546 38337.708 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 37935.29
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 -999 -999 -999 -999
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 36212.214
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 31977.399
msst_wide_ml_r51 -999 -999 -999 -999
msst_long_ml_r51 39160.215 39256.317 39205.479 NA
msst_wide_bayes_r51 NA NA NA NA
msst_long_bayes_r51 NA NA NA 38765.799
cuts_wide_ml_r51 -999 -999 -999 -999
cuts_long_ml_r51 -999 -999 -999 -999
cuts_wide_bayes_r51 NA NA NA NA
cuts_long_bayes_r51 NA NA NA 36177.593
tso_wide_ml_r51 -999 -999 -999 -999
tso_wide_bayes_r51 NA NA NA NA
tso_long_bayes_r51 NA NA NA 32068.125
msst_wide_ml_r52 -999 -999 -999 -999
msst_long_ml_r52 38079.276 38175.378 38124.54 NA
msst_wide_bayes_r52 NA NA NA NA
msst_long_bayes_r52 NA NA NA 37657.14
cuts_wide_ml_r52 -999 -999 -999 -999
cuts_long_ml_r52 -999 -999 -999 -999
cuts_wide_bayes_r52 NA NA NA NA
cuts_long_bayes_r52 NA NA NA 35838.863
tso_wide_ml_r52 -999 -999 -999 -999
tso_wide_bayes_r52 NA NA NA NA
