AIC BIC aBIC DIC
msst_long_bayes_r10 NA NA NA 75655.72
cuts_wide_ml_r10 -999 -999 -999 -999
cuts_long_ml_r10 -999 -999 -999 -999
cuts_wide_bayes_r10 NA NA NA NA
cuts_long_bayes_r10 NA NA NA 72333.342
tso_wide_ml_r10 -999 -999 -999 -999
tso_wide_bayes_r10 NA NA NA NA
tso_long_bayes_r10 NA NA NA 64167.746
msst_wide_ml_r11 -999 -999 -999 -999
msst_long_ml_r11 75903.461 76010.653 75959.81 NA
msst_wide_bayes_r11 NA NA NA NA
msst_long_bayes_r11 NA NA NA 75078.536
cuts_wide_ml_r11 -999 -999 -999 -999
cuts_long_ml_r11 -999 -999 -999 -999
cuts_wide_bayes_r11 NA NA NA NA
cuts_long_bayes_r11 NA NA NA 72014.476
tso_wide_ml_r11 -999 -999 -999 -999
tso_wide_bayes_r11 NA NA NA NA
tso_long_bayes_r11 NA NA NA 63775.222
msst_wide_ml_r12 -999 -999 -999 -999
msst_long_ml_r12 76781.544 76888.736 76837.893 NA
msst_wide_bayes_r12 NA NA NA NA
msst_long_bayes_r12 NA NA NA 75872.336
cuts_wide_ml_r12 -999 -999 -999 -999
cuts_long_ml_r12 -999 -999 -999 -999
cuts_wide_bayes_r12 NA NA NA NA
cuts_long_bayes_r12 NA NA NA 71861.491
tso_wide_ml_r12 -999 -999 -999 -999
tso_wide_bayes_r12 NA NA NA NA
tso_long_bayes_r12 NA NA NA 63535.87
msst_wide_ml_r13 -999 -999 -999 -999
msst_long_ml_r13 76529.379 76636.571 76585.728 NA
msst_wide_bayes_r13 NA NA NA NA
msst_long_bayes_r13 NA NA NA 75646.974
cuts_wide_ml_r13 -999 -999 -999 -999
cuts_long_ml_r13 -999 -999 -999 -999
cuts_wide_bayes_r13 NA NA NA NA
cuts_long_bayes_r13 NA NA NA 71806.191
tso_wide_ml_r13 -999 -999 -999 -999
tso_wide_bayes_r13 NA NA NA NA
tso_long_bayes_r13 NA NA NA 63511.687
msst_wide_ml_r14 -999 -999 -999 -999
msst_long_ml_r14 76294.791 76401.981 76351.137 NA
msst_wide_bayes_r14 NA NA NA NA
msst_long_bayes_r14 NA NA NA 75466.455
cuts_wide_ml_r14 -999 -999 -999 -999
cuts_long_ml_r14 -999 -999 -999 -999
cuts_wide_bayes_r14 NA NA NA NA
cuts_long_bayes_r14 NA NA NA 71855.32
tso_wide_ml_r14 -999 -999 -999 -999
tso_wide_bayes_r14 NA NA NA NA
tso_long_bayes_r14 NA NA NA 63958.545
msst_wide_ml_r15 -999 -999 -999 -999
msst_long_ml_r15 76567.064 76674.257 76623.413 NA
msst_wide_bayes_r15 NA NA NA NA
msst_long_bayes_r15 NA NA NA 75718.595
cuts_wide_ml_r15 -999 -999 -999 -999
cuts_long_ml_r15 -999 -999 -999 -999
cuts_wide_bayes_r15 NA NA NA NA
cuts_long_bayes_r15 NA NA NA 71857.52
tso_wide_ml_r15 -999 -999 -999 -999
tso_wide_bayes_r15 NA NA NA NA
tso_long_bayes_r15 NA NA NA 63670.485
msst_wide_ml_r16 -999 -999 -999 -999
msst_long_ml_r16 76589.922 76697.111 76646.268 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 75724.399
cuts_wide_ml_r16 -999 -999 -999 -999
cuts_long_ml_r16 -999 -999 -999 -999
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 71818.646
tso_wide_ml_r16 -999 -999 -999 -999
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 63849.728
msst_wide_ml_r17 -999 -999 -999 -999
msst_long_ml_r17 77262.678 77369.87 77319.027 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 76388.756
cuts_wide_ml_r17 -999 -999 -999 -999
cuts_long_ml_r17 -999 -999 -999 -999
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 71779.92
tso_wide_ml_r17 -999 -999 -999 -999
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 63311.502
msst_wide_ml_r18 -999 -999 -999 -999
msst_long_ml_r18 77001.295 77108.487 77057.644 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 76084.08
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 -999 -999 -999 -999
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 71757.912
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 63748.876
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 76434.163 76541.347 76490.503 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 75638.231
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 -999 -999 -999 -999
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 71684.224
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 63510.015
msst_wide_ml_r20 -999 -999 -999 -999
msst_long_ml_r20 76363.08 76470.267 76419.424 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 75596.224
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 -999 -999 -999 -999
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 71954.768
tso_wide_ml_r20 -999 -999 -999 -999
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 63607.014
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 76434.686 76541.873 76491.029 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 75580.325
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 -999 -999 -999 -999
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 72100.186
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 63966.431
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 76967.854 77075.046 77024.203 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 76046.951
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 -999 -999 -999 -999
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 72267.667
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 64169.985
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 76895.429 77002.618 76951.775 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 76205.508
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 -999 -999 -999 -999
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 72222.572
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 64136.717
msst_wide_ml_r24 -999 -999 -999 -999
msst_long_ml_r24 75963.706 76070.898 76020.055 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 75150.529
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 -999 -999 -999 -999
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 71950.222
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 63763.584
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 76094.04 76201.232 76150.388 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 75293.984
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 -999 -999 -999 -999
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 71814.443
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 63603.53
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 76492.863 76600.053 76549.21 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 75755.539
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 -999 -999 -999 -999
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 72059.843
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 64248.113
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 76504.182 76611.375 76560.531 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 75644.519
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 -999 -999 -999 -999
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 71916.204
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 63824.716
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 77143.708 77250.901 77200.057 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 76334.569
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 -999 -999 -999 -999
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 71933.877
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 64107.374
msst_wide_ml_r29 -999 -999 -999 -999
msst_long_ml_r29 76732.716 76839.908 76789.064 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 75944.653
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 -999 -999 -999 -999
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 71883.785
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 63728.064
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 77530.191 77637.383 77586.539 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 76627.668
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 -999 -999 -999 -999
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 72396.788
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 64370.957
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 76706.622 76813.815 76762.971 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 75766.923
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 -999 -999 -999 -999
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 71947.816
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 63624.197
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 76372.305 76479.495 76428.651 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 75522.426
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 -999 -999 -999 -999
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 71468.913
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 63333.106
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 75954.44 76061.632 76010.788 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 75174.274
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 -999 -999 -999 -999
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 71511.672
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 63468.856
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 76523.343 76630.532 76579.689 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 75682.763
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 -999 -999 -999 -999
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 71813.476
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 63621.502
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 76999.569 77106.756 77055.912 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 76164.479
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 -999 -999 -999 -999
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 71860.624
tso_wide_ml_r35 71538.66 71598.579 71525.94 NA
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 63842.929
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 76191.674 76298.864 76248.02 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 75336.592
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 -999 -999 -999 -999
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 71891.591
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 63870.049
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 76936.475 77043.665 76992.821 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 76179.315
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 -999 -999 -999 -999
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 71610.69
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 63508.616
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 76392.183 76499.375 76448.532 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 75545.357
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 -999 -999 -999 -999
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 71766.996
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 63521.92
msst_wide_ml_r39 -999 -999 -999 -999
msst_long_ml_r39 76877.657 76984.849 76934.006 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 75951.847
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 -999 -999 -999 -999
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 71738.823
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 63430.966
msst_wide_ml_r40 -999 -999 -999 -999
msst_long_ml_r40 77080.771 77187.958 77137.114 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 76292.457
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 -999 -999 -999 -999
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 72211.547
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 63903.215
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 76575.054 76682.246 76631.403 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 75766.273
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 -999 -999 -999 -999
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 71876.082
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 63847.68
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 77324.019 77431.211 77380.368 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 76508.12
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 -999 -999 -999 -999
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 72085.609
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 64136.727
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 76377.1 76484.287 76433.444 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 75541.614
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 -999 -999 -999 -999
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 71792.868
tso_wide_ml_r43 71510.625 71570.544 71497.904 NA
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 63699.224
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 76490.003 76597.195 76546.352 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 75609.806
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 -999 -999 -999 -999
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 71802.358
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 63390.906
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 76734.861 76842.048 76791.205 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 75886.288
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 -999 -999 -999 -999
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 72188.977
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 64092.408
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 76701.808 76809.001 76758.157 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 75863.943
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 -999 -999 -999 -999
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 72206.212
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 64063.333
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 76484.334 76591.526 76540.683 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 75638.683
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 -999 -999 -999 -999
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 71768.077
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 63471.027
msst_wide_ml_r48 -999 -999 -999 -999
msst_long_ml_r48 76410.964 76518.156 76467.313 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 75564.437
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 -999 -999 -999 -999
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 71675.856
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 63674.603
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 77402.932 77510.122 77459.278 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 76569.708
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 -999 -999 -999 -999
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 72164.003
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 63785.33
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 77039.105 77146.297 77095.454 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 76254.422
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 -999 -999 -999 -999
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 72810.835
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 64683.295
msst_wide_ml_r51 -999 -999 -999 -999
msst_long_ml_r51 76067.854 76175.047 76124.203 NA
msst_wide_bayes_r51 NA NA NA NA
msst_long_bayes_r51 NA NA NA 75318.195
cuts_wide_ml_r51 -999 -999 -999 -999
cuts_long_ml_r51 -999 -999 -999 -999
cuts_wide_bayes_r51 NA NA NA NA
cuts_long_bayes_r51 NA NA NA 71812.513
tso_wide_ml_r51 -999 -999 -999 -999
tso_wide_bayes_r51 NA NA NA NA
tso_long_bayes_r51 NA NA NA 63783.446
msst_wide_ml_r52 -999 -999 -999 -999
msst_long_ml_r52 76932.696 77039.888 76989.044 NA
msst_wide_bayes_r52 NA NA NA NA
msst_long_bayes_r52 NA NA NA 76143.856
cuts_wide_ml_r52 -999 -999 -999 -999
cuts_long_ml_r52 -999 -999 -999 -999
cuts_wide_bayes_r52 NA NA NA NA
cuts_long_bayes_r52 NA NA NA 71699.36
tso_wide_ml_r52 -999 -999 -999 -999
tso_wide_bayes_r52 NA NA NA NA
tso_long_bayes_r52 NA NA NA 63472.225
msst_wide_ml_r53 -999 -999 -999 -999
msst_long_ml_r53 76543.638 76650.83 76599.986 NA
msst_wide_bayes_r53 NA NA NA NA
msst_long_bayes_r53 NA NA NA 75655.969
cuts_wide_ml_r53 -999 -999 -999 -999
