AIC BIC aBIC DIC
cuts_long_bayes_r7 NA NA NA 70914.111
tso_wide_ml_r7 -999 -999 -999 -999
tso_wide_bayes_r7 NA NA NA NA
tso_long_bayes_r7 NA NA NA 64307.106
msst_wide_ml_r8 -999 -999 -999 -999
msst_long_ml_r8 77994.319 78101.511 78050.667 NA
msst_wide_bayes_r8 NA NA NA NA
msst_long_bayes_r8 NA NA NA 77025.166
cuts_wide_ml_r8 -999 -999 -999 -999
cuts_long_ml_r8 71253.198 71387.189 71323.634 NA
cuts_wide_bayes_r8 NA NA NA NA
cuts_long_bayes_r8 NA NA NA 70087.501
tso_wide_ml_r8 -999 -999 -999 -999
tso_wide_bayes_r8 NA NA NA NA
tso_long_bayes_r8 NA NA NA 63526.795
msst_wide_ml_r9 -999 -999 -999 -999
msst_long_ml_r9 78244.044 78351.231 78300.388 NA
msst_wide_bayes_r9 NA NA NA NA
msst_long_bayes_r9 NA NA NA 77316.549
cuts_wide_ml_r9 -999 -999 -999 -999
cuts_long_ml_r9 71720.655 71854.638 71791.084 NA
cuts_wide_bayes_r9 NA NA NA NA
cuts_long_bayes_r9 NA NA NA 70598.363
tso_wide_ml_r9 -999 -999 -999 -999
tso_wide_bayes_r9 NA NA NA NA
tso_long_bayes_r9 NA NA NA 63810.154
msst_wide_ml_r10 -999 -999 -999 -999
msst_long_ml_r10 78232.622 78339.815 78288.971 NA
msst_wide_bayes_r10 NA NA NA NA
msst_long_bayes_r10 NA NA NA 77251.739
cuts_wide_ml_r10 -999 -999 -999 -999
cuts_long_ml_r10 71626.882 71760.873 71697.318 NA
cuts_wide_bayes_r10 NA NA NA NA
cuts_long_bayes_r10 NA NA NA 70458.132
tso_wide_ml_r10 -999 -999 -999 -999
tso_wide_bayes_r10 NA NA NA NA
tso_long_bayes_r10 NA NA NA 63661.747
msst_wide_ml_r11 -999 -999 -999 -999
msst_long_ml_r11 78914.086 79021.27 78970.427 NA
msst_wide_bayes_r11 NA NA NA NA
msst_long_bayes_r11 NA NA NA 77928.305
cuts_wide_ml_r11 -999 -999 -999 -999
cuts_long_ml_r11 72003.743 72137.723 72074.169 NA
cuts_wide_bayes_r11 NA NA NA NA
cuts_long_bayes_r11 NA NA NA 70852.735
tso_wide_ml_r11 -999 -999 -999 -999
tso_wide_bayes_r11 NA NA NA NA
tso_long_bayes_r11 NA NA NA 64221.664
msst_wide_ml_r12 -999 -999 -999 -999
msst_long_ml_r12 77915.07 78022.262 77971.418 NA
msst_wide_bayes_r12 NA NA NA NA
msst_long_bayes_r12 NA NA NA 77020.352
cuts_wide_ml_r12 -999 -999 -999 -999
cuts_long_ml_r12 71959.579 72093.57 72030.015 NA
cuts_wide_bayes_r12 NA NA NA NA
cuts_long_bayes_r12 NA NA NA 70853.068
tso_wide_ml_r12 -999 -999 -999 -999
tso_wide_bayes_r12 NA NA NA NA
tso_long_bayes_r12 NA NA NA 64173.004
msst_wide_ml_r13 -999 -999 -999 -999
msst_long_ml_r13 76798.243 76905.432 76854.589 NA
msst_wide_bayes_r13 NA NA NA NA
msst_long_bayes_r13 NA NA NA 75926.691
cuts_wide_ml_r13 -999 -999 -999 -999
cuts_long_ml_r13 71614.546 71748.533 71684.978 NA
cuts_wide_bayes_r13 NA NA NA NA
cuts_long_bayes_r13 NA NA NA 70555.383
tso_wide_ml_r13 -999 -999 -999 -999
tso_wide_bayes_r13 NA NA NA NA
tso_long_bayes_r13 NA NA NA 63910.62
msst_wide_ml_r14 -999 -999 -999 -999
msst_long_ml_r14 79458.823 79566.01 79515.166 NA
msst_wide_bayes_r14 NA NA NA NA
msst_long_bayes_r14 NA NA NA 78504.004
cuts_wide_ml_r14 -999 -999 -999 -999
cuts_long_ml_r14 71726.423 71860.407 71796.852 NA
cuts_wide_bayes_r14 NA NA NA NA
cuts_long_bayes_r14 NA NA NA 70526.474
tso_wide_ml_r14 -999 -999 -999 -999
tso_wide_bayes_r14 NA NA NA NA
tso_long_bayes_r14 NA NA NA 63772.806
msst_wide_ml_r15 -999 -999 -999 -999
msst_long_ml_r15 78251.551 78358.743 78307.9 NA
msst_wide_bayes_r15 NA NA NA NA
msst_long_bayes_r15 NA NA NA 77328.116
cuts_wide_ml_r15 -999 -999 -999 -999
cuts_long_ml_r15 71794.375 71928.365 71864.811 NA
cuts_wide_bayes_r15 NA NA NA NA
cuts_long_bayes_r15 NA NA NA 70685.549
tso_wide_ml_r15 -999 -999 -999 -999
tso_wide_bayes_r15 NA NA NA NA
tso_long_bayes_r15 NA NA NA 64230.628
msst_wide_ml_r16 -999 -999 -999 -999
msst_long_ml_r16 78183.461 78290.648 78239.804 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 77199.68
cuts_wide_ml_r16 -999 -999 -999 -999
cuts_long_ml_r16 71552.701 71686.685 71623.131 NA
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 70398.564
tso_wide_ml_r16 -999 -999 -999 -999
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 63899.747
msst_wide_ml_r17 -999 -999 -999 -999
msst_long_ml_r17 78400.915 78508.107 78457.264 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 77472.959
cuts_wide_ml_r17 -999 -999 -999 -999
cuts_long_ml_r17 71655.178 71789.169 71725.614 NA
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 70512.04
tso_wide_ml_r17 -999 -999 -999 -999
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 63780.691
msst_wide_ml_r18 -999 -999 -999 -999
msst_long_ml_r18 78408.338 78515.527 78464.684 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 77498.348
cuts_wide_ml_r18 -999 -999 -999 -999
cuts_long_ml_r18 71888.335 72022.322 71958.768 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 70769.078
tso_wide_ml_r18 -999 -999 -999 -999
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 64089.101
msst_wide_ml_r19 -999 -999 -999 -999
msst_long_ml_r19 77951.665 78058.854 78008.011 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 77032.198
cuts_wide_ml_r19 -999 -999 -999 -999
cuts_long_ml_r19 71485.148 71619.135 71555.58 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 70333.749
tso_wide_ml_r19 -999 -999 -999 -999
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 63747.971
msst_wide_ml_r20 -999 -999 -999 -999
msst_long_ml_r20 77810.305 77917.497 77866.654 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 76774.272
cuts_wide_ml_r20 -999 -999 -999 -999
cuts_long_ml_r20 72127.039 72261.029 72197.475 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 71021.134
tso_wide_ml_r20 -999 -999 -999 -999
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 64320.395
msst_wide_ml_r21 -999 -999 -999 -999
msst_long_ml_r21 78320.642 78427.831 78376.988 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 77426.064
cuts_wide_ml_r21 -999 -999 -999 -999
cuts_long_ml_r21 71744.372 71878.359 71814.805 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 70610.727
tso_wide_ml_r21 -999 -999 -999 -999
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 64009.369
msst_wide_ml_r22 -999 -999 -999 -999
msst_long_ml_r22 78391.488 78498.675 78447.831 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 77457.446
cuts_wide_ml_r22 -999 -999 -999 -999
cuts_long_ml_r22 71615.543 71749.526 71685.972 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 70471.361
tso_wide_ml_r22 -999 -999 -999 -999
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 63677.623
msst_wide_ml_r23 -999 -999 -999 -999
msst_long_ml_r23 77522.185 77629.375 77578.531 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 76669.13
cuts_wide_ml_r23 -999 -999 -999 -999
cuts_long_ml_r23 71961.353 72095.339 72031.785 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 70879.493
tso_wide_ml_r23 -999 -999 -999 -999
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 64140.972
msst_wide_ml_r24 -999 -999 -999 -999
msst_long_ml_r24 79142.038 79249.227 79198.384 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 78217.391
cuts_wide_ml_r24 -999 -999 -999 -999
cuts_long_ml_r24 72039.876 72173.863 72110.308 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 70863.261
tso_wide_ml_r24 -999 -999 -999 -999
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 64119.722
msst_wide_ml_r25 -999 -999 -999 -999
msst_long_ml_r25 77617.97 77725.162 77674.319 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 76677.517
cuts_wide_ml_r25 -999 -999 -999 -999
cuts_long_ml_r25 72059.915 72193.906 72130.351 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 70953.02
tso_wide_ml_r25 -999 -999 -999 -999
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 64231.389
msst_wide_ml_r26 -999 -999 -999 -999
msst_long_ml_r26 78769.843 78877.035 78826.191 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 77818.033
cuts_wide_ml_r26 -999 -999 -999 -999
cuts_long_ml_r26 71838.037 71972.027 71908.473 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 70681.883
tso_wide_ml_r26 -999 -999 -999 -999
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 63984.183
msst_wide_ml_r27 -999 -999 -999 -999
msst_long_ml_r27 78061.427 78168.619 78117.775 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 77118.968
cuts_wide_ml_r27 -999 -999 -999 -999
cuts_long_ml_r27 72310.954 72444.944 72381.39 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 71201.958
tso_wide_ml_r27 -999 -999 -999 -999
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 64505.209
msst_wide_ml_r28 -999 -999 -999 -999
msst_long_ml_r28 78451.701 78558.891 78508.047 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 77544.641
cuts_wide_ml_r28 -999 -999 -999 -999
cuts_long_ml_r28 72139.506 72273.493 72209.939 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 71012.169
tso_wide_ml_r28 -999 -999 -999 -999
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 64298.1
msst_wide_ml_r29 -999 -999 -999 -999
msst_long_ml_r29 78436.946 78544.138 78493.295 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 77500.167
cuts_wide_ml_r29 -999 -999 -999 -999
cuts_long_ml_r29 71790.096 71924.086 71860.531 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 70648.854
tso_wide_ml_r29 -999 -999 -999 -999
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 64082.545
msst_wide_ml_r30 -999 -999 -999 -999
msst_long_ml_r30 78263.142 78370.334 78319.49 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 77321.056
cuts_wide_ml_r30 -999 -999 -999 -999
cuts_long_ml_r30 72068.707 72202.697 72139.143 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 70925.771
tso_wide_ml_r30 -999 -999 -999 -999
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 64547.646
msst_wide_ml_r31 -999 -999 -999 -999
msst_long_ml_r31 78406.583 78513.77 78462.927 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 77470.971
cuts_wide_ml_r31 -999 -999 -999 -999
cuts_long_ml_r31 72289.666 72423.65 72360.095 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 71185.698
tso_wide_ml_r31 -999 -999 -999 -999
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 64419.937
msst_wide_ml_r32 -999 -999 -999 -999
msst_long_ml_r32 77369.262 77476.454 77425.611 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 76519.992
cuts_wide_ml_r32 -999 -999 -999 -999
cuts_long_ml_r32 71712.055 71846.045 71782.49 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 70650.417
tso_wide_ml_r32 -999 -999 -999 -999
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 63851.367
msst_wide_ml_r33 -999 -999 -999 -999
msst_long_ml_r33 77430.043 77537.232 77486.389 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 76515.161
cuts_wide_ml_r33 -999 -999 -999 -999
cuts_long_ml_r33 71759.126 71893.113 71829.559 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 70661.118
tso_wide_ml_r33 -999 -999 -999 -999
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 64137.059
msst_wide_ml_r34 -999 -999 -999 -999
msst_long_ml_r34 78427.639 78534.825 78483.982 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 77486.594
cuts_wide_ml_r34 -999 -999 -999 -999
cuts_long_ml_r34 71854.172 71988.156 71924.602 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 70685.305
tso_wide_ml_r34 -999 -999 -999 -999
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 63810.03
msst_wide_ml_r35 -999 -999 -999 -999
msst_long_ml_r35 77725.207 77832.399 77781.556 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 76769.155
cuts_wide_ml_r35 -999 -999 -999 -999
cuts_long_ml_r35 71588.799 71722.79 71659.235 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 70446.684
tso_wide_ml_r35 -999 -999 -999 -999
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 63862.443
msst_wide_ml_r36 -999 -999 -999 -999
msst_long_ml_r36 78017.837 78125.027 78074.183 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 77075.477
cuts_wide_ml_r36 -999 -999 -999 -999
cuts_long_ml_r36 71904.359 72038.346 71974.792 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 70768.474
tso_wide_ml_r36 -999 -999 -999 -999
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 63973.524
msst_wide_ml_r37 -999 -999 -999 -999
msst_long_ml_r37 78622.054 78729.246 78678.403 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 77630.474
cuts_wide_ml_r37 -999 -999 -999 -999
cuts_long_ml_r37 71831.119 71965.109 71901.555 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 70680.19
tso_wide_ml_r37 -999 -999 -999 -999
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 64199.973
msst_wide_ml_r38 -999 -999 -999 -999
msst_long_ml_r38 77289.63 77396.822 77345.979 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 76368.51
cuts_wide_ml_r38 -999 -999 -999 -999
cuts_long_ml_r38 71496.952 71630.942 71567.387 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 70391.851
tso_wide_ml_r38 -999 -999 -999 -999
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 63549.241
msst_wide_ml_r39 -999 -999 -999 -999
msst_long_ml_r39 76327.678 76434.868 76384.025 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 75447.028
cuts_wide_ml_r39 -999 -999 -999 -999
cuts_long_ml_r39 71354.362 71488.349 71424.795 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 70287.657
tso_wide_ml_r39 -999 -999 -999 -999
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 63350.258
msst_wide_ml_r40 -999 -999 -999 -999
msst_long_ml_r40 77889.477 77996.661 77945.817 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 76979.712
cuts_wide_ml_r40 -999 -999 -999 -999
cuts_long_ml_r40 71823.513 71957.493 71893.938 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 70701.463
tso_wide_ml_r40 -999 -999 -999 -999
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 63970.76
msst_wide_ml_r41 -999 -999 -999 -999
msst_long_ml_r41 78692.715 78799.904 78749.061 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 77742.226
cuts_wide_ml_r41 -999 -999 -999 -999
cuts_long_ml_r41 72195.056 72329.043 72265.488 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 71081.179
tso_wide_ml_r41 -999 -999 -999 -999
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 64339.423
msst_wide_ml_r42 -999 -999 -999 -999
msst_long_ml_r42 78218.621 78325.813 78274.969 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 77207.708
cuts_wide_ml_r42 -999 -999 -999 -999
cuts_long_ml_r42 72302.017 72436.007 72372.453 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 71210.912
tso_wide_ml_r42 -999 -999 -999 -999
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 64491.223
msst_wide_ml_r43 -999 -999 -999 -999
msst_long_ml_r43 78228.893 78336.085 78285.241 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 77267.425
cuts_wide_ml_r43 -999 -999 -999 -999
cuts_long_ml_r43 71716.424 71850.415 71786.86 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 70551.282
tso_wide_ml_r43 -999 -999 -999 -999
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 63702.871
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 78139.608 78246.8 78195.956 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 77255.784
cuts_wide_ml_r44 -999 -999 -999 -999
cuts_long_ml_r44 71718.723 71852.714 71789.159 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 70597.472
tso_wide_ml_r44 -999 -999 -999 -999
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 63691.574
msst_wide_ml_r45 -999 -999 -999 -999
msst_long_ml_r45 77665.356 77772.548 77721.705 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 76709.55
cuts_wide_ml_r45 -999 -999 -999 -999
cuts_long_ml_r45 71783.81 71917.8 71854.246 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 70668.844
tso_wide_ml_r45 -999 -999 -999 -999
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 63813.261
msst_wide_ml_r46 -999 -999 -999 -999
msst_long_ml_r46 77597.971 77705.163 77654.319 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 76726.588
cuts_wide_ml_r46 -999 -999 -999 -999
cuts_long_ml_r46 71464.783 71598.773 71535.219 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 70354.043
tso_wide_ml_r46 -999 -999 -999 -999
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 63573.571
msst_wide_ml_r47 -999 -999 -999 -999
msst_long_ml_r47 77726.206 77833.398 77782.554 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 76779.611
cuts_wide_ml_r47 -999 -999 -999 -999
cuts_long_ml_r47 71775.254 71909.244 71845.69 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 70630.483
tso_wide_ml_r47 -999 -999 -999 -999
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 64106.823
msst_wide_ml_r48 -999 -999 -999 -999
msst_long_ml_r48 78630.773 78737.965 78687.121 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 77687.251
cuts_wide_ml_r48 -999 -999 -999 -999
cuts_long_ml_r48 71906.178 72040.168 71976.614 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 70765.962
tso_wide_ml_r48 -999 -999 -999 -999
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 64157.739
msst_wide_ml_r49 -999 -999 -999 -999
msst_long_ml_r49 77226.32 77333.51 77282.666 NA
msst_wide_bayes_r49 NA NA NA NA
msst_long_bayes_r49 NA NA NA 76276.9
cuts_wide_ml_r49 -999 -999 -999 -999
cuts_long_ml_r49 71759.198 71893.185 71829.631 NA
cuts_wide_bayes_r49 NA NA NA NA
cuts_long_bayes_r49 NA NA NA 70669.455
tso_wide_ml_r49 -999 -999 -999 -999
tso_wide_bayes_r49 NA NA NA NA
tso_long_bayes_r49 NA NA NA 64073.421
msst_wide_ml_r50 -999 -999 -999 -999
msst_long_ml_r50 77576.344 77683.537 77632.693 NA
msst_wide_bayes_r50 NA NA NA NA
msst_long_bayes_r50 NA NA NA 76642.435
cuts_wide_ml_r50 -999 -999 -999 -999
cuts_long_ml_r50 71656.014 71790.004 71726.45 NA
cuts_wide_bayes_r50 NA NA NA NA
cuts_long_bayes_r50 NA NA NA 70538.872
tso_wide_ml_r50 -999 -999 -999 -999
tso_wide_bayes_r50 NA NA NA NA
tso_long_bayes_r50 NA NA NA 63699.577
msst_wide_ml_r51 -999 -999 -999 -999
msst_long_ml_r51 79056.503 79163.695 79112.852 NA
msst_wide_bayes_r51 NA NA NA NA
msst_long_bayes_r51 NA NA NA 78071.664
cuts_wide_ml_r51 -999 -999 -999 -999
cuts_long_ml_r51 71705.796 71839.787 71776.232 NA
cuts_wide_bayes_r51 NA NA NA NA
cuts_long_bayes_r51 NA NA NA 70525.834
tso_wide_ml_r51 -999 -999 -999 -999
tso_wide_bayes_r51 NA NA NA NA
tso_long_bayes_r51 NA NA NA 63801.107
msst_wide_ml_r52 -999 -999 -999 -999
msst_long_ml_r52 77460.764 77567.956 77517.112 NA
msst_wide_bayes_r52 NA NA NA NA
msst_long_bayes_r52 NA NA NA 76529.773
