AIC BIC aBIC DIC
msst_long_ml_r16 86250.267 86357.459 86306.616 NA
msst_wide_bayes_r16 NA NA NA NA
msst_long_bayes_r16 NA NA NA 85159.105
cuts_wide_ml_r16 79210.099 79262.202 79199.037 NA
cuts_long_ml_r16 79210.099 79344.089 79280.535 NA
cuts_wide_bayes_r16 NA NA NA NA
cuts_long_bayes_r16 NA NA NA 78026.859
tso_wide_ml_r16 79214.363 79274.282 79201.642 NA
tso_wide_bayes_r16 NA NA NA NA
tso_long_bayes_r16 NA NA NA 70868.063
msst_wide_ml_r17 85431.071 85472.754 85422.222 NA
msst_long_ml_r17 85411.741 85518.933 85468.089 NA
msst_wide_bayes_r17 NA NA NA NA
msst_long_bayes_r17 NA NA NA 84269.532
cuts_wide_ml_r17 78833.354 78885.458 78822.293 NA
cuts_long_ml_r17 78833.354 78967.345 78903.79 NA
cuts_wide_bayes_r17 NA NA NA NA
cuts_long_bayes_r17 NA NA NA 77667.191
tso_wide_ml_r17 78837.453 78897.372 78824.732 NA
tso_wide_bayes_r17 NA NA NA NA
tso_long_bayes_r17 NA NA NA 70701.462
msst_wide_ml_r18 86059.58 86101.263 86050.731 NA
msst_long_ml_r18 86042.057 86149.249 86098.406 NA
msst_wide_bayes_r18 NA NA NA NA
msst_long_bayes_r18 NA NA NA 84980.597
cuts_wide_ml_r18 79221.697 79273.801 79210.636 NA
cuts_long_ml_r18 79221.697 79355.688 79292.133 NA
cuts_wide_bayes_r18 NA NA NA NA
cuts_long_bayes_r18 NA NA NA 78071.583
tso_wide_ml_r18 79226.89 79286.809 79214.169 NA
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 70933.738
msst_wide_ml_r19 86352.842 86394.525 86343.993 NA
msst_long_ml_r19 86334.987 86442.18 86391.336 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 85273.619
cuts_wide_ml_r19 79135.382 79187.486 79124.321 NA
cuts_long_ml_r19 79135.382 79269.373 79205.818 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 77987.051
tso_wide_ml_r19 79140.985 79200.904 79128.264 NA
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 70866.858
msst_wide_ml_r20 85005.472 85047.155 84996.623 NA
msst_long_ml_r20 84988.076 85095.268 85044.424 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 83942.141
cuts_wide_ml_r20 78939.929 78992.033 78928.868 NA
cuts_long_ml_r20 78939.929 79073.919 79010.365 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 77823.351
tso_wide_ml_r20 78944.578 79004.497 78931.857 NA
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 70399.546
msst_wide_ml_r21 86232.244 86273.927 86223.395 NA
msst_long_ml_r21 86213.534 86320.726 86269.883 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 85108.784
cuts_wide_ml_r21 79076.042 79128.145 79064.98 NA
cuts_long_ml_r21 79076.042 79210.032 79146.478 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 77899.523
tso_wide_ml_r21 79078.922 79138.841 79066.201 NA
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 70670.112
msst_wide_ml_r22 85957.967 85999.649 85949.117 NA
msst_long_ml_r22 85939.135 86046.327 85995.484 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 84812.086
cuts_wide_ml_r22 78882.361 78934.465 78871.3 NA
cuts_long_ml_r22 78882.361 79016.352 78952.797 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 77697.733
tso_wide_ml_r22 78886.184 78946.103 78873.463 NA
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 70608.171
msst_wide_ml_r23 86222.596 86264.278 86213.746 NA
msst_long_ml_r23 86205.218 86312.411 86261.567 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 85150.38
cuts_wide_ml_r23 79295.821 79347.924 79284.759 NA
cuts_long_ml_r23 79295.821 79429.811 79366.257 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 78139.953
tso_wide_ml_r23 79300.278 79360.197 79287.557 NA
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 70698.316
msst_wide_ml_r24 85977.831 86019.514 85968.982 NA
msst_long_ml_r24 85959.104 86066.296 86015.453 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 84855.539
cuts_wide_ml_r24 79145.007 79197.11 79133.945 NA
cuts_long_ml_r24 79145.007 79278.997 79215.443 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 77985.941
tso_wide_ml_r24 79150.555 79210.474 79137.834 NA
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 70734.104
msst_wide_ml_r25 87347.599 87389.282 87338.75 NA
msst_long_ml_r25 87330.198 87437.39 87386.546 NA
msst_wide_bayes_r25 -999 -999 -999 -999
msst_long_bayes_r25 NA NA NA 86289.876
cuts_wide_ml_r25 79270.067 79322.171 79259.006 NA
cuts_long_ml_r25 79270.067 79404.058 79340.503 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 78075.304
tso_wide_ml_r25 79270.77 79330.689 79258.049 NA
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 70760.489
msst_wide_ml_r26 86423.824 86465.507 86414.975 NA
msst_long_ml_r26 86406.282 86513.474 86462.631 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 85314.607
cuts_wide_ml_r26 79168.823 79220.926 79157.761 NA
cuts_long_ml_r26 79168.823 79302.813 79239.259 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 77974.551
tso_wide_ml_r26 79172.672 79232.591 79159.951 NA
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 70690.775
msst_wide_ml_r27 85553.829 85595.512 85544.98 NA
msst_long_ml_r27 85536.326 85643.518 85592.675 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 84470.868
cuts_wide_ml_r27 78919.281 78971.384 78908.219 NA
cuts_long_ml_r27 78919.281 79053.271 78989.717 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 77763.256
tso_wide_ml_r27 78924.315 78984.234 78911.594 NA
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 70561.794
msst_wide_ml_r28 85260.828 85302.51 85251.978 NA
msst_long_ml_r28 85242.717 85349.909 85299.065 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 84187.2
cuts_wide_ml_r28 78931.125 78983.229 78920.064 NA
cuts_long_ml_r28 78931.125 79065.116 79001.561 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 77830.242
tso_wide_ml_r28 78934.427 78994.346 78921.707 NA
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 70450.583
msst_wide_ml_r29 85362.23 85403.913 85353.381 NA
msst_long_ml_r29 85345.022 85452.214 85401.371 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 84285.825
cuts_wide_ml_r29 78786.76 78838.864 78775.699 NA
cuts_long_ml_r29 78786.76 78920.751 78857.196 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 77637.488
tso_wide_ml_r29 78791.772 78851.691 78779.051 NA
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 70450.155
msst_wide_ml_r30 86892.739 86934.422 86883.89 NA
msst_long_ml_r30 86874.354 86981.546 86930.703 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 85766.925
cuts_wide_ml_r30 79110.507 79162.61 79099.445 NA
cuts_long_ml_r30 79110.507 79244.497 79180.943 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 77910.498
tso_wide_ml_r30 79115.489 79175.408 79102.768 NA
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 70559.351
msst_wide_ml_r31 86235.105 86276.788 86226.256 NA
msst_long_ml_r31 86216.485 86323.677 86272.834 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 85109.044
cuts_wide_ml_r31 78882.12 78934.224 78871.059 NA
cuts_long_ml_r31 78882.12 79016.111 78952.556 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 77703.873
tso_wide_ml_r31 78887.201 78947.12 78874.48 NA
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 70382.911
msst_wide_ml_r32 86612.037 86653.72 86603.188 NA
msst_long_ml_r32 86592.353 86699.545 86648.702 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 85465.238
cuts_wide_ml_r32 78718.596 78770.699 78707.534 NA
cuts_long_ml_r32 78718.596 78852.586 78789.032 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 77543.525
tso_wide_ml_r32 78723.232 78783.151 78710.511 NA
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 70205.248
msst_wide_ml_r33 85922.169 85963.852 85913.32 NA
msst_long_ml_r33 85903.395 86010.587 85959.744 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 84794.768
cuts_wide_ml_r33 78607.885 78659.989 78596.824 NA
cuts_long_ml_r33 78607.885 78741.876 78678.321 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 77439.012
tso_wide_ml_r33 78609.713 78669.632 78596.992 NA
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 70106.725
msst_wide_ml_r34 85583.436 85625.119 85574.587 NA
msst_long_ml_r34 85566.62 85673.812 85622.969 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 84544.274
cuts_wide_ml_r34 79094.474 79146.578 79083.413 NA
cuts_long_ml_r34 79094.474 79228.465 79164.91 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 77974.338
tso_wide_ml_r34 79098.937 79158.856 79086.216 NA
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 70756.227
msst_wide_ml_r35 85155.409 85197.092 85146.56 NA
msst_long_ml_r35 85138.694 85245.886 85195.043 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 84103.521
cuts_wide_ml_r35 79185.165 79237.268 79174.103 NA
cuts_long_ml_r35 79185.165 79319.155 79255.601 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 78068.644
tso_wide_ml_r35 79188.788 79248.707 79176.067 NA
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 70875.551
msst_wide_ml_r36 85863.089 85904.771 85854.239 NA
msst_long_ml_r36 85843.812 85951.004 85900.16 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 84713.522
cuts_wide_ml_r36 79102.821 79154.925 79091.759 NA
cuts_long_ml_r36 79102.821 79236.811 79173.257 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 77940.507
tso_wide_ml_r36 79106.226 79166.145 79093.505 NA
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 70694.977
msst_wide_ml_r37 85876.329 85918.012 85867.48 NA
msst_long_ml_r37 85857.538 85964.73 85913.887 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 84736.714
cuts_wide_ml_r37 78808.622 78860.725 78797.56 NA
cuts_long_ml_r37 78808.622 78942.612 78879.058 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 77637.372
tso_wide_ml_r37 78813.205 78873.124 78800.484 NA
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 70268.088
msst_wide_ml_r38 85955.406 85997.089 85946.557 NA
msst_long_ml_r38 85936.04 86043.232 85992.389 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 84794.184
cuts_wide_ml_r38 78873.422 78925.526 78862.361 NA
cuts_long_ml_r38 78873.422 79007.413 78943.858 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 77694.172
tso_wide_ml_r38 78876.975 78936.894 78864.254 NA
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 70706.924
msst_wide_ml_r39 85509.144 85550.827 85500.295 NA
msst_long_ml_r39 85491.115 85598.307 85547.464 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 84412.155
cuts_wide_ml_r39 78827.078 78879.181 78816.016 NA
cuts_long_ml_r39 78827.078 78961.068 78897.514 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 77674.149
tso_wide_ml_r39 78831.028 78890.947 78818.307 NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 70527.142
msst_wide_ml_r40 85682.075 85723.758 85673.226 NA
msst_long_ml_r40 85664.539 85771.731 85720.888 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 84596.81
cuts_wide_ml_r40 79178.277 79230.381 79167.216 NA
cuts_long_ml_r40 79178.277 79312.268 79248.713 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 78044.794
tso_wide_ml_r40 79182.713 79242.632 79169.993 NA
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 70803.767
msst_wide_ml_r41 85795.348 85837.031 85786.499 NA
msst_long_ml_r41 85776.403 85883.596 85832.752 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 84654.97
cuts_wide_ml_r41 78941.286 78993.39 78930.225 NA
cuts_long_ml_r41 78941.286 79075.277 79011.722 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 77780.371
tso_wide_ml_r41 78945.879 79005.798 78933.158 NA
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 70367.376
msst_wide_ml_r42 85008.269 85049.952 84999.42 NA
msst_long_ml_r42 84990.147 85097.339 85046.496 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 83924.437
cuts_wide_ml_r42 78529.953 78582.057 78518.892 NA
cuts_long_ml_r42 78529.953 78663.944 78600.389 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 77398.489
tso_wide_ml_r42 78533.731 78593.65 78521.011 NA
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 70211.404
msst_wide_ml_r43 86649.614 86691.297 86640.765 NA
msst_long_ml_r43 86632.084 86739.276 86688.432 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 85563.426
cuts_wide_ml_r43 79223.14 79275.243 79212.078 NA
cuts_long_ml_r43 79223.14 79357.13 79293.576 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 78052.345
tso_wide_ml_r43 79227.477 79287.396 79214.756 NA
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 70744.97
msst_wide_ml_r44 -999 -999 -999 -999
msst_long_ml_r44 -999 -999 -999 -999
msst_wide_bayes_r44 -999 -999 -999 -999
msst_long_bayes_r44 -999 -999 -999 -999
cuts_wide_ml_r44 78389.145 78441.248 78378.083 NA
cuts_long_ml_r44 78389.145 78523.135 78459.58 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 77272.933
tso_wide_ml_r44 78388.527 78448.446 78375.807 NA
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 69907.281
msst_wide_ml_r45 85833.551 85875.234 85824.702 NA
msst_long_ml_r45 85816.505 85923.697 85872.854 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 84768.548
cuts_wide_ml_r45 79120.846 79172.949 79109.784 NA
cuts_long_ml_r45 79120.846 79254.836 79191.282 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 77977.747
tso_wide_ml_r45 79125.657 79185.576 79112.936 NA
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 70611.28
msst_wide_ml_r46 86097.242 86138.925 86088.393 NA
msst_long_ml_r46 86079.48 86186.672 86135.828 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 85004.706
cuts_wide_ml_r46 79078.104 79130.208 79067.043 NA
cuts_long_ml_r46 79078.104 79212.095 79148.54 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 77899.064
tso_wide_ml_r46 79080.058 79139.977 79067.338 NA
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 70708.425
msst_wide_ml_r47 85796.404 85838.087 85787.555 NA
msst_long_ml_r47 85777.306 85884.499 85833.655 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 84671.778
cuts_wide_ml_r47 79129.316 79181.419 79118.254 NA
cuts_long_ml_r47 79129.316 79263.306 79199.752 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 77994.247
tso_wide_ml_r47 79133.117 79193.035 79120.396 NA
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 70620.993
msst_wide_ml_r48 85213.53 85255.213 85204.681 NA
msst_long_ml_r48 85197.635 85304.827 85253.984 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 84177.201
cuts_wide_ml_r48 79403.3 79455.404 79392.239 NA
cuts_long_ml_r48 79403.3 79537.291 79473.736 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 78261.444
tso_wide_ml_r48 79400.246 79460.165 79387.525 NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 70867.599
msst_wide_ml_r49 85329.061 85370.744 85320.212 NA
