ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
cuts_long_ml_r16 20 0.26 4 0.9922 1 1.004 0 14069.524 14175.762 14112.227 NA NA NA
cuts_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r16 23 6335.879 1867 0 0.404 0.435 0.155 14074.42 14134.339 14061.699 NA NA NA
tso_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r17 16 6780.523 1874 0 0.38 0.414 0.162 14801.138 14842.821 14792.289 NA NA NA
msst_long_ml_r17 16 403.543 8 0 0.86 0.79 0.182 14800.101 14885.091 14834.264 NA NA NA
msst_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r17 20 6381.471 1870 0 0.43 0.46 0.155 14410.086 14462.19 14399.025 NA NA NA
cuts_long_ml_r17 20 5.528 4 0.2373 0.999 0.998 0.016 14410.086 14516.324 14452.79 NA NA NA
cuts_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r17 23 6381.136 1867 0 0.429 0.459 0.155 14415.751 14475.67 14403.03 NA NA NA
tso_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r18 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r18 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r18 20 6857.544 1870 0 0.397 0.429 0.163 14282.107 14334.211 14271.046 NA NA NA
cuts_long_ml_r18 20 1.793 4 0.7737 1 1.002 0 14282.107 14388.305 14324.771 NA NA NA
cuts_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r18 23 6857.426 1867 0 0.396 0.428 0.163 14287.989 14347.908 14275.268 NA NA NA
tso_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r19 16 7214.549 1874 0 0.351 0.387 0.169 14635.158 14676.841 14626.309 NA NA NA
msst_long_ml_r19 16 423.696 8 0 0.853 0.78 0.186 14634.031 14719.011 14668.183 NA NA NA
msst_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r19 20 6791.536 1870 0 0.402 0.434 0.162 14220.145 14272.249 14209.084 NA NA NA
cuts_long_ml_r19 20 1.81 4 0.7706 1 1.002 0 14220.145 14326.37 14262.835 NA NA NA
cuts_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r19 23 6789.655 1867 0 0.402 0.433 0.162 14224.264 14284.183 14211.543 NA NA NA
tso_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r20 16 7310.842 1874 0 0.354 0.389 0.17 14689.094 14730.777 14680.245 NA NA NA
msst_long_ml_r20 16 517.722 8 0 0.817 0.726 0.206 14687.603 14772.593 14721.766 NA NA NA
msst_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r20 20 6796.686 1870 0 0.414 0.446 0.162 14182.938 14235.041 14171.876 NA NA NA
cuts_long_ml_r20 20 5.057 4 0.2815 1 0.999 0.013 14182.938 14289.176 14225.641 NA NA NA
cuts_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r20 23 6794.982 1867 0 0.414 0.444 0.162 14187.234 14247.153 14174.513 NA NA NA
tso_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r21 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r21 16 389.429 8 0 0.865 0.797 0.178 14284.234 14369.224 14318.397 NA NA NA
msst_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r21 20 6874.538 1870 0 0.397 0.429 0.164 13911.341 13963.445 13900.28 NA NA NA
cuts_long_ml_r21 20 8.536 4 0.0738 0.998 0.995 0.028 13911.341 14017.579 13954.044 NA NA NA
cuts_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r21 23 6867.084 1867 0 0.397 0.429 0.164 13909.888 13969.806 13897.167 NA NA NA
tso_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r22 16 7443.595 1874 0 0.31 0.348 0.172 14604.968 14646.65 14596.118 NA NA NA
msst_long_ml_r22 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r22 20 6935.557 1870 0 0.372 0.406 0.165 14104.93 14157.034 14093.869 NA NA NA
cuts_long_ml_r22 20 5.103 4 0.2768 1 0.999 0.014 14104.93 14211.155 14147.62 NA NA NA
cuts_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r22 23 6933.125 1867 0 0.372 0.405 0.165 14108.498 14168.417 14095.777 NA NA NA
tso_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r23 16 7378.525 1874 0 0.358 0.393 0.171 14387.095 14428.777 14378.245 NA NA NA
msst_long_ml_r23 16 452.111 8 0 0.843 0.764 0.193 14386.107 14471.097 14420.269 NA NA NA
msst_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r23 20 6938.263 1870 0 0.409 0.44 0.165 13954.832 14006.936 13943.771 NA NA NA
cuts_long_ml_r23 20 12.836 4 0.0121 0.997 0.991 0.038 13954.832 14061.07 13997.536 NA NA NA
cuts_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r23 23 6931.441 1867 0 0.409 0.44 0.165 13954.01 14013.929 13941.289 NA NA NA
tso_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r24 16 7387.012 1874 0 0.35 0.386 0.172 14710.595 14752.277 14701.745 NA NA NA
msst_long_ml_r24 16 335.177 8 0 0.887 0.83 0.165 14709.874 14794.843 14744.015 NA NA NA
msst_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r24 20 7056.713 1870 0 0.389 0.421 0.167 14388.295 14440.399 14377.234 NA NA NA
cuts_long_ml_r24 20 5.599 4 0.2311 0.999 0.998 0.016 14388.296 14494.507 14430.972 NA NA NA
cuts_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r24 23 7053.236 1867 0 0.389 0.42 0.167 14390.819 14450.738 14378.098 NA NA NA
tso_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r25 16 7024.733 1874 0 0.344 0.38 0.166 14637.27 14678.953 14628.421 NA NA NA
msst_long_ml_r25 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r25 20 6587.544 1870 0 0.399 0.431 0.159 14208.081 14260.185 14197.02 NA NA NA
cuts_long_ml_r25 20 2.156 4 0.707 1 1.002 0 14208.081 14314.306 14250.771 NA NA NA
cuts_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r25 23 6582.875 1867 0 0.399 0.43 0.159 14209.412 14269.331 14196.691 NA NA NA
tso_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r26 16 6030.789 1874 0 0.431 0.463 0.149 14752.295 14793.978 14743.445 NA NA NA
msst_long_ml_r26 16 383.462 8 0 0.871 0.806 0.177 14751.254 14836.223 14785.396 NA NA NA
msst_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r26 20 5662.629 1870 0 0.481 0.509 0.142 14392.135 14444.238 14381.073 NA NA NA
cuts_long_ml_r26 20 16.343 4 0.0026 0.996 0.987 0.045 14392.135 14498.346 14434.812 NA NA NA
cuts_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r26 23 5652.763 1867 0 0.482 0.509 0.142 14388.268 14448.187 14375.547 NA NA NA
tso_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r27 16 7145.508 1874 0 0.373 0.408 0.168 14736.912 14778.594 14728.062 NA NA NA
msst_long_ml_r27 16 393.29 8 0 0.862 0.793 0.179 14735.623 14820.624 14769.796 NA NA NA
msst_wide_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r27 20 6758.912 1870 0 0.418 0.449 0.162 14358.316 14410.419 14347.254 NA NA NA
cuts_long_ml_r27 20 7.982 4 0.0922 0.999 0.996 0.026 14358.316 14464.567 14401.032 NA NA NA
