\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 31631.885 7357 0 0.28 0.302 0.182 33784.407 33844.326 33771.686 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 32875.079 7364 0 0.251 0.273 0.186 35193.081 35234.764 35184.232 NA NA NA
msst_long_ml_r4 16 1367.306 8 0 0.836 0.755 0.238 35187.482 35283.583 35232.745 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 31503.929 7360 0 0.291 0.312 0.181 33829.932 33882.035 33818.87 NA NA NA
cuts_long_ml_r4 20 1.756 4 0.7806 1 1.001 0 33829.932 33950.059 33886.511 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 31502.55 7357 0 0.291 0.312 0.181 33834.553 33894.472 33821.832 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 32924.524 7364 0 0.256 0.279 0.186 35553.279 35594.961 35544.429 NA NA NA
msst_long_ml_r5 16 1547.298 8 0 0.813 0.72 0.253 35547.599 35643.701 35592.863 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 31374.268 7360 0 0.301 0.322 0.181 34011.023 34063.127 33999.961 NA NA NA
cuts_long_ml_r5 20 2.722 4 0.6053 1 1 0 34011.023 34131.15 34067.603 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 31369.105 7357 0 0.301 0.322 0.181 34011.86 34071.779 33999.139 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 33700.77 7364 0 0.245 0.268 0.189 35664.347 35706.03 35655.497 NA NA NA
msst_long_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 32022.247 7360 0 0.293 0.314 0.183 33993.823 34045.927 33982.762 NA NA NA
cuts_long_ml_r6 20 6.142 4 0.1888 1 0.999 0.013 33993.823 34113.951 34050.403 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 32021.035 7357 0 0.293 0.314 0.183 33998.612 34058.531 33985.891 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 33039.282 7364 0 0.249 0.272 0.187 35604.069 35645.752 35595.22 NA NA NA
msst_long_ml_r7 16 1684.127 8 0 0.789 0.683 0.264 35639.447 35735.549 35684.711 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 31393.901 7360 0 0.297 0.318 0.181 33966.688 34018.791 33955.626 NA NA NA
cuts_long_ml_r7 20 3.368 4 0.4983 1 1 0 33966.688 34086.815 34023.268 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 31391.323 7357 0 0.297 0.318 0.181 33970.11 34030.028 33957.389 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 33231.712 7364 0 0.245 0.268 0.187 35219.014 35260.696 35210.164 NA NA NA
msst_long_ml_r8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 31788.989 7360 0 0.287 0.308 0.182 33784.29 33836.394 33773.229 NA NA NA
cuts_long_ml_r8 20 2.1 4 0.7173 1 1.001 0 33784.29 33904.418 33840.87 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 31781.63 7357 0 0.287 0.308 0.182 33782.931 33842.85 33770.21 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 16 33167.097 7364 0 0.238 0.261 0.187 35675.615 35717.298 35666.766 NA NA NA
msst_long_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 20 31618.761 7360 0 0.284 0.305 0.182 34135.28 34187.383 34124.218 NA NA NA
cuts_long_ml_r9 20 1.996 4 0.7364 1 1.001 0 34135.28 34255.407 34191.86 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 23 31618.304 7357 0 0.284 0.305 0.182 34140.822 34200.741 34128.102 NA NA NA
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 16 32773.281 7364 0 0.262 0.284 0.186 35747.407 35789.09 35738.558 NA NA NA
msst_long_ml_r10 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 20 31034.053 7360 0 0.312 0.333 0.179 34016.179 34068.282 34005.117 NA NA NA
cuts_long_ml_r10 20 3.053 4 0.5489 1 1 0 34016.179 34136.306 34072.759 NA NA NA
cuts_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r10 23 31032.638 7357 0 0.312 0.332 0.179 34020.764 34080.682 34008.043 NA NA NA
tso_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r11 16 32925.373 7364 0 0.251 0.274 0.186 35762.613 35804.296 35753.764 NA NA NA
msst_long_ml_r11 16 1877.331 8 0 0.77 0.655 0.279 35755.248 35851.35 35800.512 NA NA NA
msst_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r11 20 31042.608 7360 0 0.306 0.327 0.179 33887.847 33939.951 33876.786 NA NA NA
cuts_long_ml_r11 20 1.931 4 0.7485 1 1.001 0 33887.847 34007.975 33944.427 NA NA NA
cuts_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r11 23 31038.359 7357 0 0.306 0.327 0.179 33889.598 33949.517 33876.877 NA NA NA
tso_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r12 16 32836.05 7364 0 0.258 0.28 0.186 35600.073 35641.756 35591.224 NA NA NA
msst_long_ml_r12 16 1539.296 8 0 0.814 0.721 0.253 35594.305 35690.407 35639.569 NA NA NA
msst_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r12 20 31296.474 7360 0 0.303 0.323 0.18 34068.498 34120.601 34057.436 NA NA NA
cuts_long_ml_r12 20 5.489 4 0.2407 1 0.999 0.011 34068.498 34188.625 34125.078 NA NA NA
cuts_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r12 23 31291.045 7357 0 0.303 0.323 0.18 34069.069 34128.988 34056.348 NA NA NA
tso_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r13 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r13 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r13 20 31975.192 7360 0 0.282 0.303 0.183 33969.639 34021.742 33958.577 NA NA NA
cuts_long_ml_r13 20 0.922 4 0.9214 1 1.001 0 33969.639 34089.766 34026.219 NA NA NA
cuts_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r13 23 31974.368 7357 0 0.282 0.303 0.183 33974.815 34034.734 33962.094 NA NA NA
tso_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r14 16 1365.454 8 0 0.832 0.749 0.238 35460.015 35556.117 35505.279 NA NA NA
msst_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r14 20 31818.689 7360 0 0.292 0.313 0.182 34104.643 34156.746 34093.581 NA NA NA
cuts_long_ml_r14 20 2.081 4 0.7208 1 1.001 0 34104.643 34224.77 34161.222 NA NA NA
cuts_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r14 23 31814.606 7357 0 0.292 0.313 0.182 34106.559 34166.478 34093.839 NA NA NA
tso_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r15 20 31161.466 7360 0 0.291 0.312 0.18 34063.601 34115.705 34052.54 NA NA NA
cuts_long_ml_r15 20 2.641 4 0.6195 1 1 0 34063.601 34183.729 34120.181 NA NA NA
cuts_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r15 23 31158.551 7357 0 0.291 0.312 0.18 34066.686 34126.605 34053.965 NA NA NA
tso_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r16 16 32939.929 7364 0 0.239 0.262 0.186 35554.888 35596.57 35546.038 NA NA NA
msst_long_ml_r16 16 1491.744 8 0 0.815 0.723 0.249 35545.821 35641.923 35591.085 NA NA NA
msst_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r16 20 31442.02 7360 0 0.284 0.305 0.181 34064.979 34117.082 34053.917 NA NA NA
cuts_long_ml_r16 20 2.902 4 0.5744 1 1 0 34064.979 34185.107 34121.559 NA NA NA
cuts_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r16 23 31438.847 7357 0 0.284 0.305 0.181 34067.806 34127.725 34055.086 NA NA NA
tso_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r17 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r17 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r17 20 31957.631 7360 0 0.275 0.297 0.183 34108.396 34160.5 34097.334 NA NA NA
cuts_long_ml_r17 20 2.332 4 0.6749 1 1.001 0 34108.396 34228.523 34164.976 NA NA NA
cuts_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r17 23 31954.518 7357 0 0.275 0.296 0.183 34111.283 34171.202 34098.562 NA NA NA
tso_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r18 16 32468.795 7364 0 0.245 0.268 0.185 35017.406 35059.088 35008.556 NA NA NA
msst_long_ml_r18 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r18 20 31295.205 7360 0 0.28 0.302 0.18 33851.816 33903.92 33840.755 NA NA NA
cuts_long_ml_r18 20 1.637 4 0.8021 1 1.001 0 33851.816 33971.944 33908.396 NA NA NA
cuts_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r18 23 31294.649 7357 0 0.28 0.301 0.18 33857.26 33917.179 33844.539 NA NA NA
tso_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r19 16 33513.055 7364 0 0.253 0.276 0.188 35653.894 35695.576 35645.044 NA NA NA
msst_long_ml_r19 16 1712.624 8 0 0.793 0.69 0.267 35647.048 35743.15 35692.311 NA NA NA
msst_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r19 20 31796.538 7360 0 0.302 0.323 0.182 33945.376 33997.479 33934.314 NA NA NA
cuts_long_ml_r19 20 2.953 4 0.5658 1 1 0 33945.376 34065.503 34001.955 NA NA NA
cuts_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r19 23 31795.473 7357 0 0.302 0.322 0.182 33950.312 34010.231 33937.591 NA NA NA
tso_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r20 16 32407.884 7364 0 0.255 0.278 0.184 35319.097 35360.78 35310.248 NA NA NA
msst_long_ml_r20 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r20 20 30960.659 7360 0 0.298 0.319 0.179 33879.872 33931.976 33868.81 NA NA NA
cuts_long_ml_r20 20 6.412 4 0.1704 1 0.999 0.014 33879.872 33999.999 33936.452 NA NA NA
cuts_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r20 23 30958.512 7357 0 0.298 0.319 0.179 33883.726 33943.645 33871.005 NA NA NA
tso_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r21 16 33192.443 7364 0 0.251 0.274 0.187 35771.386 35813.069 35762.537 NA NA NA
msst_long_ml_r21 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r21 20 31498.52 7360 0 0.3 0.321 0.181 34085.462 34137.566 34074.401 NA NA NA
cuts_long_ml_r21 20 8.338 4 0.08 0.999 0.998 0.019 34085.462 34205.59 34142.042 NA NA NA
cuts_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r21 23 31489.32 7357 0 0.3 0.321 0.181 34082.263 34142.182 34069.542 NA NA NA
tso_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r22 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r22 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r22 20 31454.717 7360 0 0.282 0.304 0.181 33950.19 34002.293 33939.128 NA NA NA
cuts_long_ml_r22 20 2.379 4 0.6664 1 1.001 0 33950.19 34070.317 34006.769 NA NA NA
cuts_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r22 23 31453.566 7357 0 0.282 0.304 0.181 33955.039 34014.958 33942.318 NA NA NA
tso_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r23 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r23 16 1423.652 8 0 0.822 0.733 0.243 35436.476 35532.578 35481.74 NA NA NA
msst_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r23 20 31252.068 7360 0 0.281 0.303 0.18 34023.064 34075.167 34012.002 NA NA NA
cuts_long_ml_r23 20 2.24 4 0.6917 1 1.001 0 34023.064 34143.192 34079.644 NA NA NA
cuts_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r23 23 31250.809 7357 0 0.281 0.303 0.18 34027.805 34087.724 34015.084 NA NA NA
tso_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r24 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r24 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r24 20 31437.767 7360 0 0.287 0.308 0.181 33989.498 34041.601 33978.436 NA NA NA
cuts_long_ml_r24 20 1.991 4 0.7375 1 1.001 0 33989.498 34109.625 34046.077 NA NA NA
cuts_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r24 23 31435.442 7357 0 0.287 0.308 0.181 33993.172 34053.091 33980.452 NA NA NA
tso_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r25 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r25 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r25 20 31335.616 7360 0 0.283 0.304 0.18 34243.945 34296.048 34232.883 NA NA NA
cuts_long_ml_r25 20 1.621 4 0.8049 1 1.001 0 34243.945 34364.072 34300.524 NA NA NA
cuts_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r25 23 31334.961 7357 0 0.283 0.304 0.181 34249.29 34309.208 34236.569 NA NA NA
tso_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r26 16 33323.602 7364 0 0.252 0.275 0.188 35534.657 35576.339 35525.807 NA NA NA
msst_long_ml_r26 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r26 20 31985.681 7360 0 0.29 0.311 0.183 34204.736 34256.839 34193.674 NA NA NA
cuts_long_ml_r26 20 2.551 4 0.6355 1 1.001 0 34204.736 34324.863 34261.315 NA NA NA
cuts_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r26 23 31983.751 7357 0 0.29 0.311 0.183 34208.806 34268.724 34196.085 NA NA NA
tso_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r27 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r27 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r27 20 31359.531 7360 0 0.288 0.31 0.181 34345.033 34397.136 34333.971 NA NA NA
cuts_long_ml_r27 20 15.062 4 0.0046 0.999 0.996 0.03 34345.033 34465.16 34401.612 NA NA NA
cuts_wide_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
