ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r17 20 6709.428 1870 0 0.427 0.458 0.161 13728.592 13780.695 13717.53 NA NA NA
cuts_long_ml_r17 20 0.297 4 0.99 1 1.005 0 13728.592 13834.843 13771.309 NA NA NA
cuts_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r17 23 6709.097 1867 0 0.427 0.456 0.161 13734.261 13794.18 13721.54 NA NA NA
tso_wide_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r17 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r18 16 7174.966 1874 0 0.378 0.412 0.168 14338.988 14380.67 14330.138 NA NA NA
msst_long_ml_r18 16 432.977 8 0 0.797 0.696 0.188 14337.586 14422.587 14371.76 NA NA NA
msst_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r18 20 6748.981 1870 0 0.427 0.458 0.162 13921.003 13973.106 13909.941 NA NA NA
cuts_long_ml_r18 20 8.393 4 0.0782 0.998 0.994 0.027 13921.003 14027.254 13963.719 NA NA NA
cuts_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r18 23 6741.722 1867 0 0.428 0.458 0.162 13919.744 13979.663 13907.023 NA NA NA
tso_wide_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r18 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r19 16 6817.325 1874 0 0.434 0.465 0.162 14454.826 14496.508 14445.976 NA NA NA
msst_long_ml_r19 16 427.135 8 0 0.806 0.709 0.187 14453.44 14538.43 14487.603 NA NA NA
msst_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r19 20 6392.53 1870 0 0.482 0.51 0.156 14038.031 14090.134 14026.969 NA NA NA
cuts_long_ml_r19 20 3.726 4 0.4444 1 1 0 14038.031 14144.269 14080.734 NA NA NA
cuts_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r19 23 6388.498 1867 0 0.482 0.509 0.156 14039.999 14099.918 14027.278 NA NA NA
tso_wide_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r19 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r20 16 7506.023 1874 0 0.363 0.399 0.173 14516.001 14557.683 14507.151 NA NA NA
msst_long_ml_r20 16 525.328 8 0 0.749 0.623 0.208 14514.411 14599.391 14548.563 NA NA NA
msst_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r20 20 6980.656 1870 0 0.422 0.453 0.165 13998.633 14050.736 13987.571 NA NA NA
cuts_long_ml_r20 20 1.55 4 0.8178 1 1.004 0 13998.633 14104.857 14041.323 NA NA NA
cuts_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r20 23 6977 1867 0 0.422 0.452 0.165 14000.977 14060.896 13988.257 NA NA NA
tso_wide_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r20 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r21 16 7082.853 1874 0 0.363 0.398 0.167 14193.526 14235.209 14184.677 NA NA NA
msst_long_ml_r21 16 530.791 8 0 0.747 0.621 0.209 14191.93 14276.899 14226.072 NA NA NA
msst_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r21 20 6553.124 1870 0 0.427 0.458 0.158 13671.798 13723.901 13660.736 NA NA NA
cuts_long_ml_r21 20 2.658 4 0.6165 1 1.002 0 13671.798 13778.009 13714.474 NA NA NA
cuts_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r21 23 6550.11 1867 0 0.427 0.457 0.158 13674.783 13734.702 13662.063 NA NA NA
tso_wide_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r21 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r22 16 7279.401 1874 0 0.354 0.389 0.17 14373.711 14415.394 14364.862 NA NA NA
msst_long_ml_r22 16 587.339 8 0 0.727 0.59 0.22 14372.038 14457.039 14406.211 NA NA NA
msst_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r22 20 6691.986 1870 0 0.423 0.454 0.161 13794.296 13846.4 13783.235 NA NA NA
cuts_long_ml_r22 20 1.598 4 0.8092 1 1.003 0 13794.297 13900.548 13837.013 NA NA NA
cuts_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r22 23 6690.886 1867 0 0.423 0.453 0.161 13799.196 13859.115 13786.475 NA NA NA
tso_wide_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r22 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r23 16 7596.321 1874 0 0.362 0.397 0.175 14101.12 14142.802 14092.27 NA NA NA
msst_long_ml_r23 16 463.547 8 0 0.793 0.689 0.195 14099.645 14184.614 14133.786 NA NA NA
msst_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r23 20 7133.87 1870 0 0.413 0.444 0.168 13646.668 13698.772 13635.607 NA NA NA
cuts_long_ml_r23 20 2.57 4 0.6321 1 1.002 0 13646.668 13752.879 13689.345 NA NA NA
cuts_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r23 23 7131.783 1867 0 0.413 0.443 0.168 13650.581 13710.5 13637.86 NA NA NA
tso_wide_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r23 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r24 16 7776.89 1874 0 0.372 0.407 0.177 14005.042 14046.724 13996.192 NA NA NA
msst_long_ml_r24 16 346.642 8 0 0.857 0.786 0.168 14003.775 14088.765 14037.938 NA NA NA
msst_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r24 20 7431.673 1870 0 0.408 0.44 0.172 13667.825 13719.928 13656.763 NA NA NA
cuts_long_ml_r24 20 2.691 4 0.6107 1 1.002 0 13667.825 13774.063 13710.528 NA NA NA
cuts_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r24 23 7429.26 1867 0 0.408 0.439 0.173 13671.411 13731.33 13658.69 NA NA NA
tso_wide_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r24 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r25 16 7841.607 1874 0 0.301 0.34 0.178 14315.725 14357.408 14306.876 NA NA NA
msst_long_ml_r25 16 493.944 8 0 0.752 0.628 0.201 14314.228 14399.208 14348.38 NA NA NA
msst_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r25 20 7348.074 1870 0 0.358 0.393 0.171 13830.192 13882.296 13819.131 NA NA NA
cuts_long_ml_r25 20 1.908 4 0.7528 1 1.003 0 13830.192 13936.417 13872.882 NA NA NA
cuts_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r25 23 7347.826 1867 0 0.358 0.391 0.171 13835.944 13895.863 13823.224 NA NA NA
tso_wide_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r25 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r26 16 7392.573 1874 0 0.372 0.407 0.172 14303.477 14345.159 14294.627 NA NA NA
msst_long_ml_r26 16 415.195 8 0 0.817 0.726 0.184 14302.131 14387.132 14336.305 NA NA NA
msst_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r26 20 6977.22 1870 0 0.419 0.45 0.165 13896.123 13948.227 13885.062 NA NA NA
cuts_long_ml_r26 20 1.187 4 0.8803 1 1.004 0 13896.123 14002.374 13938.84 NA NA NA
cuts_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r26 23 6975.118 1867 0 0.419 0.449 0.165 13900.021 13959.94 13887.3 NA NA NA
tso_wide_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r26 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r27 16 7079.497 1874 0 0.366 0.402 0.167 14438.125 14479.808 14429.276 NA NA NA
msst_long_ml_r27 16 545.406 8 0 0.765 0.647 0.212 14436.505 14521.485 14470.657 NA NA NA
msst_wide_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r27 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r27 20 6533.375 1870 0 0.432 0.463 0.158 13900.003 13952.106 13888.941 NA NA NA
